"code régime";"caisse gestionnaire";"centre gestionnaire";"libellé";"régime";"organisme destinataire";"code centre informatique";"adresse 1";"adresse 2";"commune";"code postal";"cédex";"téléphone";"fax"
"95";"751";"0619";"MNH  PARIS";"Mutuelle Nationale des Hospitaliers - MNH";"751";"001";"247 rue de Bercy ";"";"PARIS";"75012";"";"01 44 68 59 70";"01 44 68 59 59"
"95";"781";"0619";"MNH  VERSAILLES";"Mutuelle Nationale des Hospitaliers - MNH";"781";"001";"247 rue de Bercy ";"";"PARIS ";"75012";"";"01 44 68 59 70 ";"01 44 68 59 59"
"95";"841";"0619";"MNH  AVIGNON";"Mutuelle Nationale des Hospitaliers - MNH";"841";"001";"329 chemin des 9 Peyres ";"";"AVIGNON";"84000";"";"04 90 13 42 84";"04 90 13 42 89"
"95";"851";"0619";"MNH  LA ROCHE SUR YON";"Mutuelle Nationale des Hospitaliers - MNH";"851";"001";"Immeubel ";"6 rue du Maréchal juin ";"LA ROCHE SUR YON";"85007";"";"02 51 44 51 90";"02 51 44 52 99"
"95";"871";"0619";"MNH  LIMOGES";"Mutuelle Nationale des Hospitaliers - MNH";"871";"001";"";"2 Av Martin Luther King";"LIMOGES";"87000";"";"05.55.01.77.00";"05.55.01.77.09"
"95";"881";"0619";"MNH  EPINAL";"Mutuelle Nationale des Hospitaliers - MNH";"881";"001";"9 Allée des Frênes";"";"EPINAL";"88089";"";"03 29 81 11 30";"03 29 81 11 39"
"95";"911";"0619";"MNH  EVRY";"Mutuelle Nationale des Hospitaliers - MNH";"911";"001";"247 rue de Bercy  ";"";"PARIS ";"75012";"";"01 44 68 59 70 ";"01 44 68 59 59"
"95";"921";"0619";"MNH  NANTERRE";"Mutuelle Nationale des Hospitaliers - MNH";"921";"001";"247 rue de Bercy ";"";"PARIS ";"75012";"";"01 44 68 59 70 ";"01 44 68 59 59"
"95";"931";"0619";"MNH  BOBIGNY";"Mutuelle Nationale des Hospitaliers - MNH";"931";"001";"247 rue de Bercy ";"";"PARIS ";"75012";"";"01 44 68 59 70 ";"01 44 68 59 59"
"95";"941";"0619";"MNH  CRETEIL";"Mutuelle Nationale des Hospitaliers - MNH";"941";"001";"247 rue de Bercy   ";"";"PARIS";"75012";"";"01 44 68 59 70 ";"01 44 68 59 59"
"95";"951";"0619";"MNH  PONTOISE";"Mutuelle Nationale des Hospitaliers - MNH";"951";"001";"247 rue de Bercy ";"";"PARIS ";"75012";"";"01 44 68 59 70 ";"01 44 68 59 59"
"96";"161";"0516";"MNAM RUELLE";"Mutuelle Nationale Aviation Marine - MNAM";"161";"000";"10 bis rue Madame Curie ";"";"RUELLE";"16600";"";"05 45 65 53 49";"05 45 65 73 56"
"96";"291";"0516";"MNAM BREST";"Mutuelle Nationale Aviation Marine - MNAM";"291";"000";"5 rue Yves Collet ";"B.P. 70124 ";"BREST ";"29601";"CEDEX";"02 98 00 53 09";"02 98 46 31 83"
"96";"292";"0516";"MNAM QUIMPER";"Mutuelle Nationale Aviation Marine - MNAM";"292";"000";"3A Place François Mitterand";"BP 825";"Lorient";"56108";"CEDEX";"02.97.64.82.64";"02.97.84.90.31"
"96";"331";"0516";"MNAM BORDEAUX";"Mutuelle Nationale Aviation Marine - MNAM";"331";"000";"145 quai de la Souys ";"B.P. 108 ";"BORDEAUX ";"33015";"CEDEX";"05 56 92 48 47";"05 56 86 46 51"
"96";"501";"0516";"MNAM CHERBOURG";"Mutuelle Nationale Aviation Marine - MNAM";"501";"000";"Rue Lesdos ";"B P 16       ";"CHERBOURG NAVAL";"50115";"";"02 33 94 21 60";"02 33 87 64 69"
"96";"561";"0516";"MNAM LORIENT";"Mutuelle Nationale Aviation Marine - MNAM";"561";"000";"3 A Place François Mitterand";"BP 825";"LORIENT ";"56108";"CEDEX";"02 97 64 82 77";"02 97 84 90 31"
"96";"751";"0516";"MNAM PARIS";"Mutuelle Nationale Aviation Marine - MNAM";"751";"000";"122 rue de Javel";"";"Paris";"75739";"Cedex 15 ";"01 44 26 05 01";"01 44 25 21 44  "
"96";"781";"0516";"MNAM PARIS";"Mutuelle Nationale Aviation Marine - MNAM";"751";"000";"122 rue de Javel";"";"Paris";"75739";"Cedex 15 ";"01 44 25 21 44  ";"01 44 26 05 01"
"96";"831";"0516";"MNAM TOULON";"Mutuelle Nationale Aviation Marine - MNAM";"831";"000";"Rue Berrier Fontaine ";"B.P. 1410 ";"TOULON ";"83056";"CEDEX";"04 94 22 61 24";"04 94 97 83 94"
"96";"911";"0516";"MNAM PARIS";"Mutuelle Nationale Aviation Marine - MNAM";"751";"000";"122 rue de Javel";"";"Paris";"75739";"Cedex 15 ";"01 44 26 05 01";"01 44 25 21 44  "
"96";"921";"0516";"MNAM PARIS";"Mutuelle Nationale Aviation Marine - MNAM";"751";"000";"1 rue de la fraternité ";"";"ISSY LES MOULINEAUX ";"92449";"CEDEX";"01 46 29 24 41";"01 46 29 24 55"
"96";"931";"0516";"MNAM PARIS";"Mutuelle Nationale Aviation Marine - MNAM";"751";"000";"122 rue de Javel  ";"";"Paris";"75739";"Cedex 15 ";"01 44 25 21 44  ";"01 44 26 05 01"
"96";"941";"0516";"MNAM PARIS";"Mutuelle Nationale Aviation Marine - MNAM";"751";"000";"122 rue de Javel";"";"Paris ";"75739";"Cedex 15 ";"01 44 25 21 44  ";"01 44 26 05 01"
"96";"951";"0516";"MNAM PARIS";"Mutuelle Nationale Aviation Marine - MNAM";"751";"000";"1 rue de la fraternité ";"";"ISSY LES MOULINEAUX ";"92449";"CEDEX";"01 46 29 24 41";"01 46 29 24 55"
"99";"011";"0601";"LMDE Bourg en Bresse";"Sections Locales Mutalistes - SLM";"128";"044";"240 avenue du Général De gaulle";"";"BRON";"69500";"";"04 72 37 90 50";"04 72 37 90 59 "
"99";"011";"0603";"CMCAS Annecy";"Sections Locales Mutalistes - SLM";"741";"030";"9 bd Decouz";"BP 153 ";"ANNECY";"74004";"CEDEX";"";""
"99";"011";"0605";"CMCAS Bourg en Bresse";"Sections Locales Mutalistes - SLM";"926";"075";"14, rue du Gal Logerot";"BP110";"BOURG EN BRESSE";"01003";"";"";""
"99";"011";"0617";"SMERRA Bourg en Bresse";"Sections Locales Mutalistes - SLM";"084";"007";"43 r Jaboulay ";"";"LYON  ";"69007";"";"04 72 76 70 70";""
"99";"021";"0604";"MMI Lille";"Sections Locales Mutalistes - SLM";"015";"002";"6, rue des Posandiers";"";"MONTPELLIER";"34958";"CEDEX 02";"";""
"99";"021";"0617";"SMENO Laon";"Sections Locales Mutalistes - SLM";"021";"129";"";"";"Lille ";"59040";"Cedex ";"03 59 57 98 00";""
"99";"022";"0604";"MMI Lille";"Sections Locales Mutalistes - SLM";"015";"002";"11, rue Thiers";"";"LILLE";"59040";"CEDEX";"03.20.15.83.00";"03.20.15.83.01"
"99";"022";"0617";"SMENO St Quentin";"Sections Locales Mutalistes - SLM";"022";"129";"";"";"Lille  ";"59040";"Cedex";"03 59 57 98 00";""
"99";"031";"0601";"LMDE Moulins";"Sections Locales Mutalistes - SLM";"103";"044";"57 Bld Mitterand";"";"CLERMONT FERRAND";"63000";"";"04 73 17 04 63";"04 73 17 04 67"
"99";"031";"0603";"CMCAS Montluçon";"Sections Locales Mutalistes - SLM";"031";"240";"4 IMPASSE DU VELODROME";"BP 1248 ";"MONTLUCON";"03114";"CEDEX";"";""
"99";"031";"0605";"CMCAS Moulins Vichy";"Sections Locales Mutalistes - SLM";"927";"245";"2 RUE DE L'INDUSTRIE";"";"MOULINS";"03000";"";"";""
"99";"031";"0617";"SMERRA Montluçon";"Sections Locales Mutalistes - SLM";"076";"007";"32 r Faubourg St Pierre  ";"";"MONTLUCON ";"03100";"";"04 70 28 31 78";""
"99";"041";"0603";"CMCAS Marseille";"Sections Locales Mutalistes - SLM";"059";"225";"23 AVENUE DE CORINTHE";"";"MARSEILLE";"13006";"";"";""
"99";"041";"0605";"CMCAS Gap";"Sections Locales Mutalistes - SLM";"041";"170";"5 ALLEE DU SOUVENIR Français";"BP4";"GAP";"05001";"CEDEX";"";""
"99";"051";"0605";"CMCAS Gap";"Sections Locales Mutalistes - SLM";"041";"170";"5 ALLEE DU SOUVENIR Français";"BP4";"GAP";"05001";"CEDEX";"";""
"99";"061";"0601";"LMDE Nice";"Sections Locales Mutalistes - SLM";"104";"044";"BP 1599";"";"NICE";"06010";"Cedex";"04 97 03 07 24";"04 93 82 08 87 "
"99";"061";"0603";"CMCAS Nice";"Sections Locales Mutalistes - SLM";"061";"270";"16 RUE DE TURIN";"";"NICE";"06359";"CEDEX 4";"";""
"99";"061";"0617";"MEP Nice";"Sections Locales Mutalistes - SLM";"072";"066";"36 rue Buffa";"";"NICE";"06000";"";"0825 081 881";""
"99";"071";"0603";"CMCAS Valence";"Sections Locales Mutalistes - SLM";"071";"395";"24/28 RUE BARNAVE";"BP 232";"VALENCE";"26000";"";"";""
"99";"072";"0603";"CMCAS Valence";"Sections Locales Mutalistes - SLM";"071";"395";"24/28 RUE BARNAVE";"BP 232";"VALENCE";"26000";"";"";""
"99";"081";"0601";"LMDE Charleville";"Sections Locales Mutalistes - SLM";"109";"044";"55 rue Stanislas CS 5234";"";"NANCY";"54052";"CEDEX";"03 83 30 27 67";"03 83 30 28 59"
"99";"081";"0603";"CMCAS Charleville Mezieres";"Sections Locales Mutalistes - SLM";"081";"120";"13, rue Jean Macé";"";"CHARLEVILLE MEZIERES. ";"08013";"CEDEX";"03 24 63 67 80";""
"99";"081";"0609";"M.N.T.  Ardennes";"Sections Locales Mutalistes - SLM";"004";"223";"30, RUE DE LA GRAVIERE";"";"CHARLEVILLE MEZIERES ";"08013";"";"03.24.33.26.60 ";"03.24.56.09.04"
"99";"101";"0601";"LMDE Troyes";"Sections Locales Mutalistes - SLM";"102";"044";"55 rue Stanislas CS 5234";"";"NANCY";"54052";"CEDEX";"03 83 30 27 67";"03 83 30 28 59"
"99";"101";"0603";"CMCAS Troyes";"Sections Locales Mutalistes - SLM";"101";"385";"50 BD GAMBETTA";"BP 702";"TROYES";"10001";"CEDEX";"";""
"99";"111";"0601";"LMDE Carcassonne";"Sections Locales Mutalistes - SLM";"112";"044";"LMDE";"";"MONTPELLIER";"34959";"Cedex 9";"04 67 12 87 23";"04 67 12 87 26"
"99";"111";"0603";"CMCAS Carcassonne";"Sections Locales Mutalistes - SLM";"111";"105";"Cote Buffon";"BP 1072";"CARCASSONNE";"11870";"CEDEX 9";"";""
"99";"111";"0617";"MEP Narbonne";"Sections Locales Mutalistes - SLM";"065";"066";"Face à l'IUT et à la Faculté";"";"NARBONNE";"11000";"";"0825 081 881";""
"99";"121";"0603";"CMCAS Rodez";"Sections Locales Mutalistes - SLM";"121";"325";"2 RUE DU GAZ";"";"RODEZ";"12031";"CEDEX 09";"";""
"99";"131";"0601";"LMDE Marseille";"Sections Locales Mutalistes - SLM";"132";"044";"LMDE";"";"MARSEILLE";"13232";"Cedex 01";"04 95 04 56 65";"04 95 04 56 69"
"99";"131";"0603";"CMCAS Marseille";"Sections Locales Mutalistes - SLM";"059";"225";"23 AVENUE DE CORINTHE";"";"MARSEILLE";"13006";"";"";""
"99";"131";"0604";"MMI Marseille";"Sections Locales Mutalistes - SLM";"014";"002";"2, bis bd Jourdan";"";"MARSEILLE";"13014";"CEDEX";"04.91.02.17.47";"04.91.02.20.24"
"99";"131";"0616";"Mutuelle des Municipaux de Marseille";"Sections Locales Mutalistes - SLM";"131";"131";"4, rue Venture ";"BP 1822 ";"MARSEILLE ";"13221";"CEDEX  01";"";""
"99";"131";"0617";"MEP Marseille";"Sections Locales Mutalistes - SLM";"063";"066";"452-456, avenue du Prado";"";"MARSEILLE";"13008";"";"";""
"99";"141";"0601";"LMDE Caen";"Sections Locales Mutalistes - SLM";"142";"044";"15 rue Grand Pont";"";"ROUEN";"76000";"";"02 35 89 14 62";"02 35 89 14 66"
"99";"141";"0603";"CMCAS Caen";"Sections Locales Mutalistes - SLM";"141";"090";"71, rue de la Pigacière";"BP 3021";"CAEN";"14018";"CEDEX";"";""
"99";"141";"0617";"SMENO Calvados";"Sections Locales Mutalistes - SLM";"143";"129";"";"BP 1171 - ";"Rouen Saint-Sever ";"76176";"Cedex ";"02 32 18 05 33";""
"99";"151";"0603";"CMCAS Clermont Ferrand";"Sections Locales Mutalistes - SLM";"151";"140";"7 RUE DE LA LIEVE";"";"CLERMOND FD ";"63966";"CEDEX9";"";""
"99";"151";"0605";"CMCAS Tulle Aurillac";"Sections Locales Mutalistes - SLM";"191";"390";"CITE CAZEAU";"BP 60";"TULLE";"19002";"CEDEX";"";""
"99";"161";"0601";"LMDE Angoulême";"Sections Locales Mutalistes - SLM";"162";"044";"16 Rue de Périgueux";"";"ANGOULEME";"16000";"";"05 49 52 32 10";"05 49 52 32 14"
"99";"161";"0603";"CMCAS Angoulême";"Sections Locales Mutalistes - SLM";"161";"025";"400, av de Navarre";"BP 1041";"ANGOULEME";"16001";"";"";""
"99";"161";"0617";"SMECO Angoulême";"Sections Locales Mutalistes - SLM";"163";"007";"5 bd Berthelot ";"";"ANGOULEME ";"16000";"";"05 45 37 37 84";""
"99";"171";"0601";"LMDE La Rochelle";"Sections Locales Mutalistes - SLM";"172";"044";"27 Rue des Amériques";"BP 144";"LA ROCHELLE";"17042";"";"05 49 52 32 10";"05 49 52 32 14"
"99";"171";"0603";"CMCAS La Rochelle";"Sections Locales Mutalistes - SLM";"171";"180";"16 RUE MARIUS LACROIX";"BP99";"LA ROCHELLE";"17004";"CEDEX 1";"";""
"99";"171";"0617";"SMECO La Rochelle";"Sections Locales Mutalistes - SLM";"033";"007";"Le Gabut";"3 Passage du Drakar";"La Rochelle";"17000";"";"05.46.41.81.54";""
"99";"181";"0601";"LMDE Bourges";"Sections Locales Mutalistes - SLM";"182";"044";"27 Avenue du 11 Novembre";"";"BOURGES";"18000";"";"05 49 52 32 10";"05 49 52 32 14"
"99";"181";"0603";"CMCAS Bourges";"Sections Locales Mutalistes - SLM";"181";"080";"3, rue marcel Proust";"";"BOURGES";"18022";"CEDEX";"";""
"99";"181";"0617";"SMECO Bourges";"Sections Locales Mutalistes - SLM";"078";"007";"14 r Calvin   ";"";"BOURGES";"18000";"";"02 48 02 15 00";""
"99";"191";"0601";"LMDE Correze";"Sections Locales Mutalistes - SLM";"192";"044";"4 Boulevard Pierre Brossolette";"";"BRIVE LA GAILLARDE";"19100";"";"05 49 52 32 10";"05 49 52 32 14"
"99";"191";"0605";"CMCAS Tulle Aurillac";"Sections Locales Mutalistes - SLM";"191";"390";"CITE CAZEAU";"BP 60";"TULLE";"19002";"CEDEX";"";""
"99";"201";"0603";"CMCAS Corse";"Sections Locales Mutalistes - SLM";"201";"145";"12 AV. IMPERATRICE EUGENIE";"BP251";"AJACCIO";"20179";"CEDEX";"";""
"99";"202";"0601";"LMDE Bastia";"Sections Locales Mutalistes - SLM";"202";"044";"Bat IUT La Citadelle Porte 1";"";"CORTE";"20250";"";"04 95 46 20 12";"04 95 46 20 12"
"99";"202";"0603";"CMCAS Corse";"Sections Locales Mutalistes - SLM";"201";"145";"12 AV. IMPERATRICE EUGENIE";"BP251";"AJACCIO";"20179";"CEDEX";"";""
"99";"211";"0601";"LMDE Dijon";"Sections Locales Mutalistes - SLM";"212";"044";"33 Rue Nicolas Bornier";"";"DIJON";"21000";"";"03 80 67 75 79";"03 80 48 04 88"
"99";"211";"0603";"CMCAS Dijon";"Sections Locales Mutalistes - SLM";"211";"150";"65 RUE DE LONGVIC";"BP129";"DIJON";"21004";"CEDEX";"";""
"99";"211";"0617";"SMEREB Dijon";"Sections Locales Mutalistes - SLM";"034";"007";"11 Ter bd Voltaire ";"";"DIJON ";"21000";"";"03 80 65 21 27";""
"99";"221";"0601";"LMDE St Brieuc";"Sections Locales Mutalistes - SLM";"223";"044";"LMDE";"BP 40235";"RENNES";"35202";"Cedex 2";"02 99 32 90 20";"02 99 26 18 17"
"99";"221";"0603";"CMCAS St Brieuc";"Sections Locales Mutalistes - SLM";"221";"335";"4 RUE DES GALLOIS";"BP 103";"ST BRIEUX";"22001";"CEDEX 1";"";""
"99";"221";"0617";"SMEBA ST Brieuc";"Sections Locales Mutalistes - SLM";"222";"074";"2 bd Waldeck Rousseau  ";"";"SAINT BRIEUC ";"22000";"";"02 96 33 62 11";""
"99";"231";"0603";"CMCAS Montluçon";"Sections Locales Mutalistes - SLM";"031";"240";"4 IMPASSE DU VELODROME";"BP 1248";"MONTLUCON";"03114";"CEDEX";"";""
"99";"241";"0603";"CMCAS Perigueux";"Sections Locales Mutalistes - SLM";"241";"290";"55 ALLEE DU PORT";"BP 2085";"PERIGUEUX";"24002";"CEDEX";"";""
"99";"251";"0601";"LMDE Besançon";"Sections Locales Mutalistes - SLM";"253";"044";"33 Rue Nicolas Bornier";"";"DIJON";"21000";"";"03 80 67 75 79";"03 80 48 04 88"
"99";"251";"0603";"CMCAS Montbeliard";"Sections Locales Mutalistes - SLM";"252";"235";"12 ALLEE SCHWANDER";"";"MONTBELLIARD";"25203";"";"";""
"99";"251";"0605";"CMCAS Besançon";"Sections Locales Mutalistes - SLM";"251";"050";"2C Faubourg Tarragnoz";"BP 1133";"BESANCON";"25002";"CEDEX";"";""
"99";"251";"0617";"SMEREB Besançon";"Sections Locales Mutalistes - SLM";"036";"007";"22 r Ronchaux ";"";"BESANCON ";"25000";"";"03 81 81 36 38";""
"99";"252";"0601";"LMDE Montbeliard";"Sections Locales Mutalistes - SLM";"254";"044";"33 Rue Nicolas Bornier";"";"DIJON";"21000";"";"03 80 67 75 79";"03 80 48 04 88"
"99";"252";"0603";"CMCAS Montbeliard";"Sections Locales Mutalistes - SLM";"252";"235";"12 ALLEE SCHWANDER";"";"MONTBELLIARD";"25203";"";"";""
"99";"252";"0617";"SMEREB Montbeliard";"Sections Locales Mutalistes - SLM";"079";"007";"3 r Metz Juteau  ";"";"BELFORT";"90000";"";"03 84 55 02 95";""
"99";"261";"0601";"LMDE Valence";"Sections Locales Mutalistes - SLM";"262";"044";"27 rue P Sémard";"";"GRENOBLE";"38027";"Cedex 01";"04 76 96 36 23";"04 76 96 01 62"
"99";"261";"0603";"CMCAS Valence";"Sections Locales Mutalistes - SLM";"071";"395";"24/28 RUE BARNAVE";"BP 232";"VALENCE";"26000";"";"";""
"99";"261";"0617";"SMERRA Valence";"Sections Locales Mutalistes - SLM";"038";"007";"34 av Prés Herriot ";"";"VALENCE ";"26000";"";"04 75 56 48 76";""
"99";"271";"0603";"CMCAS Evreux";"Sections Locales Mutalistes - SLM";"271";"165";"10 RUE ARMAND BENET";"BP582";"EVREUX";"27005";"CEDEX";"";""
"99";"281";"0603";"CMCAS Chartres";"Sections Locales Mutalistes - SLM";"281";"125";"12 RUE DE VARIZE";"";"CHARTRES";"28000";"";"";""
"99";"281";"0613";"MGAT - CHARTRES";"Sections Locales Mutalistes - SLM";"282";"087";"ZA le VALLIER - 11 rue jean Rostand";"BP 1019";"MAINVILLIERS ";"28305";"CEDEX";"";""
"99";"281";"0617";"SMECO Chartres";"Sections Locales Mutalistes - SLM";"283";"007";"16 r Ormes ";"";"CHARTRES";"28000";"";"02 37 84 06 99";""
"99";"291";"0601";"LMDE Brest";"Sections Locales Mutalistes - SLM";"296";"044";"LMDE";"BP 40235";"RENNES";"35202";"Cedex 2";"02 99 32 90 20";"02 99 26 18 17"
"99";"291";"0603";"CMCAS Brest";"Sections Locales Mutalistes - SLM";"291";"085";"6, rue André Berger";"BP 75";"BREST";"29802";"CEDEX";"";""
"99";"291";"0617";"SMEBA Brest";"Sections Locales Mutalistes - SLM";"293";"074";"32 r Prof Langevin ";"";"BREST ";"29200";"";"02 98 47 24 29";""
"99";"292";"0601";"LMDE Quimper";"Sections Locales Mutalistes - SLM";"297";"044";"LMDE";"BP 40235";"RENNES";"35202";"Cedex 2";"02 99 32 90 20";"02 99 26 18 17"
"99";"292";"0603";"CMCAS Quimper";"Sections Locales Mutalistes - SLM";"292";"305";"2 RUE DE ROUILLIEN";"";"QUIMPER";"29556";"CEDEX 9";"";""
"99";"292";"0617";"SMEBA Quimper";"Sections Locales Mutalistes - SLM";"294";"074";"Résidence E Bernard ";"4 pl Locronan  ";"QUIMPER ";"29000";"";"02 98 55 69 19";""
"99";"301";"0601";"LMDE Nîmes";"Sections Locales Mutalistes - SLM";"302";"044";"LMDE";"";"MONTPELLIER";"34959";"Cedex 9";"04 67 12 87 23";"04 67 12 87 26"
"99";"301";"0603";"CMCAS Nîmes";"Sections Locales Mutalistes - SLM";"301";"275";"4 PLACE DE LA CALADE";"BP 7195";"NIMES";"30914";"CEDEX";"";""
"99";"301";"0617";"MEP Nîmes";"Sections Locales Mutalistes - SLM";"064";"066";"Fort VAUBAN";"rue de Dr Salan - BP4044";"CEDEX 5";"30001";"";"0825 081 881";""
"99";"311";"0601";"LMDE Toulouse";"Sections Locales Mutalistes - SLM";"312";"044";"97 Rue Riquet";"";"TOULOUSE";"31070";"Cedex";"05 34 41 57 85";"05 34 41 66 48"
"99";"311";"0603";"CMCAS Toulouse";"Sections Locales Mutalistes - SLM";"311";"375";"66 RUE DU BEARNAIS";"BP 7049";"TOULOUSE";"31069";"CEDEX 7";"";""
"99";"311";"0617";"VITTAVI Toulouse";"Sections Locales Mutalistes - SLM";"023";"006";"22Bis av Honoré Serres  ";"";"TOULOUSE";"31000";"";"05 62 73 30 80";"05 62 73 30 84"
"99";"331";"0601";"LMDE Bordeaux";"Sections Locales Mutalistes - SLM";"332";"044";"38 Rue Charles Domercq";"";"BORDEAUX";"33086";"";"05 56 33 00 57";"05 56 00 00 59"
"99";"331";"0603";"CMCAS Bordeaux";"Sections Locales Mutalistes - SLM";"331";"070";"62 Cours du Mal Gallieni";"BP 90";"TALENCE";"33402";"";"";""
"99";"331";"0609";"M.N.T.  Gironde";"Sections Locales Mutalistes - SLM";"004";"223";"349, BD DU PRESIDENT WILSON";"BP 230 ";"BORDEAUX";"33021";"CEDEX";"05.56.17.12.40 ";"05.56.17.12.59"
"99";"331";"0617";"VITTAVI Bordeaux";"Sections Locales Mutalistes - SLM";"024";"006";"21 place de la Victoire";"";"BORDEAUX";"33000";"";"0825 825 715";""
"99";"331";"0654";"MMC CONNEX";"Sections Locales Mutalistes - SLM";"335";"660";"53 BD Antoine Gautier";"";"Bordeaux";"33086";"cédex";"";"05.56.24.91.32"
"99";"341";"0601";"LMDE Beziers";"Sections Locales Mutalistes - SLM";"343";"044";"LMDE";"";"MONTPELLIER";"34959";"Cedex 9";"04 67 12 87 23";"04 67 12 87 26"
"99";"341";"0603";"CMCAS Herault";"Sections Locales Mutalistes - SLM";"341";"060";"21, rue du pont de Lattes";"BP 1047 ";"MONTPELLIER";"34006";"CEDEX 1";"";""
"99";"341";"0617";"MEP Beziers";"Sections Locales Mutalistes - SLM";"066";"066";"Maison de l'Etudiant";"AGORA Bd DUGUESCIN";"BEZIERS";"34100";"";"0825 081 881";""
"99";"342";"0601";"LMDE Montpellier";"Sections Locales Mutalistes - SLM";"342";"044";"LMDE";"";"MONTPELLIER";"34959";"Cedex 9";"04 67 12 87 23";"04 67 12 87 26"
"99";"342";"0603";"CMCAS Herault";"Sections Locales Mutalistes - SLM";"341";"060";"21, rue du pont de Lattes";"BP 1047 ";"MONTPELLIER";"34006";"CEDEX 1";"";""
"99";"342";"0617";"MEP Montpellier";"Sections Locales Mutalistes - SLM";"067";"066";"3, place de la Canourgue";"";"Montpellier";"34000";"";"0825 081 881";""
"99";"351";"0601";"LMDE Rennes";"Sections Locales Mutalistes - SLM";"353";"044";"LMDE";"BP 40235";"RENNES";"35202";"Cedex 2";"02 99 32 90 20";"02 99 26 18 17"
"99";"351";"0603";"CMCAS Rennes";"Sections Locales Mutalistes - SLM";"351";"315";"74 BD VOLTAIRE CS 66521";"";"RENNES";"35065";"CEDEX";"";""
"99";"351";"0617";"SMEBA Rennes";"Sections Locales Mutalistes - SLM";"352";"074";"4 r Victor Hugo  ";"";"RENNES ";"35000";"";"02 99 78 84 54 ";" 02 99 78 84 60"
"99";"361";"0601";"LMDE  Châteauroux";"Sections Locales Mutalistes - SLM";"363";"044";"Rue Max Hymans";"";"CHATEAUROUX";"36000";"";"05 49 52 32 10";"05 49 52 32 14"
"99";"361";"0603";"CMCAS Châteauroux";"Sections Locales Mutalistes - SLM";"361";"130";"1BIS RUE MICHELET";"BP109";"CHATEAUROUX";"36002";"CEDEX";"";""
"99";"361";"0617";"SMECO Châteauroux";"Sections Locales Mutalistes - SLM";"362";"007";"31 r Poste ";"";"CHATEAUROUX ";"36000";"";"02 54 08 04 43";""
"99";"371";"0601";"LMDE Tours";"Sections Locales Mutalistes - SLM";"372";"044";"4 bis rue Paul Courier";"";"TOURS";"37000";"";"05 49 52 32 10";"05 49 52 32 14"
"99";"371";"0603";"CMCAS Tours";"Sections Locales Mutalistes - SLM";"371";"380";"45 AVENUE STENDHAL";"BP 0514 ";"TOURS";"37205";"CEDEX 3";"";""
"99";"371";"0617";"SMECO Tours";"Sections Locales Mutalistes - SLM";"039";"007";"4 r Chanoineau ";"";"TOURS ";"37000";"";"02 47 20 88 17";""
"99";"371";"0651";"Municipaux de Tours";"Sections Locales Mutalistes - SLM";"373";"136";"Mairie de Tours  ";"3, rue des Minimes ";"TOURS";"37032";"CEDEX";"";""
"99";"381";"0601";"LMDE Grenoble";"Sections Locales Mutalistes - SLM";"383";"044";"27 rue P Sémard";"";"GRENOBLE";"38027";"Cedex 01";"04 76 96 36 23";"04 76 96 01 62"
"99";"381";"0603";"CMCAS Grenoble";"Sections Locales Mutalistes - SLM";"381";"175";"37 RUE DIDEROT";"BP35";"GRENOBLE";"38040";"CEDEX";"";""
"99";"381";"0613";"Municipaux de Grenoble";"Sections Locales Mutalistes - SLM";"384";"099";"18, rue Joseph Chanrion ";"";"GRENOBLE";"38000";"";"";""
"99";"381";"0617";"SMERRA Grenoble";"Sections Locales Mutalistes - SLM";"042";"007";"15 r St Joseph ";"";"GRENOBLE  ";"38000";"";"04 76 87 88 33";""
"99";"382";"0603";"CMCAS Vienne";"Sections Locales Mutalistes - SLM";"382";"410";"25 RUE DENFERT ROCHEREAU";"BP 228 ";"VIENNE";"38201";"CEDEX";"";""
"99";"391";"0601";"LMDE Lons Le Saunier";"Sections Locales Mutalistes - SLM";"391";"044";"33 Rue Nicolas Bornier";"";"DIJON";"21000";"";"03 80 67 75 79";"03 80 48 04 88"
"99";"391";"0605";"CMCAS Besançon";"Sections Locales Mutalistes - SLM";"251";"050";"2C Faubourg Tarragnoz";"BP 1133";"BESANCON";"25002";"CEDEX";"";""
"99";"391";"0617";"SMEREB Lons le Saunier";"Sections Locales Mutalistes - SLM";"082";"007";"26, rue Lecourbe";"";"Lons le saunier";"39000";"";"03.84.47.69.39";""
"99";"401";"0605";"CMCAS Bayonne";"Sections Locales Mutalistes - SLM";"401";"045";"BP 419";"";"BAYONNE";"64104";"";"";""
"99";"411";"0601";"LMDE Blois";"Sections Locales Mutalistes - SLM";"412";"044";"Maison de l'Etudiant";"10,12 A. de Bretagne";"BLOIS";"41000";"";"05 49 52 32 10";"05 49 52 32 14"
"99";"411";"0603";"CMCAS Blois";"Sections Locales Mutalistes - SLM";"411";"065";"2/4 rue Sainte Anne";"CS 2915 ";"BLOIS";"41029";"CEDEX";"";""
"99";"411";"0617";"SMECO Blois";"Sections Locales Mutalistes - SLM";"083";"007";"16 r St Lubin ";"";"BLOIS ";"41000";"";"02 54 58 80 51";""
"99";"421";"0601";"LMDE Roanne";"Sections Locales Mutalistes - SLM";"421";"044";"240 avenue du Général De gaulle";"";"BRON";"69500";"";"04 72 37 90 50";"04 72 37 90 59 "
