CIP,C,13	NOM_COURT,C,50	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77	DT_DEB_AFS,D	DT_FIN_AFS,D	DEBUT_REMB,D	FIN_REMB,D
3400938999174	DONEPEZIL TVS 10MG CPR 28	929	ARICEPT 10MG CPR                    | ARICEPT 10MG CPR ORODISP	N06DA02	DONEPEZIL	10/05/12		08/02/12	
3400938999464	DONEPEZIL ARG 10MG CPR 28	929	ARICEPT 10MG CPR                    | ARICEPT 10MG CPR ORODISP	N06DA02	DONEPEZIL	10/05/12		26/01/12	
3400938999754	EVANECIA CPR 21	253	TRINORDIOL CPR	G03AB03	LEVONORGESTREL ET ESTROGENE	15/04/09		10/02/09	
3400938999815	EVANECIA CPR 63	253	TRINORDIOL CPR	G03AB03	LEVONORGESTREL ET ESTROGENE	15/04/09		10/02/09	
3400938999983	TOPIRAMATE ACT 50MG CPR 28	595	EPITOMAX 50MG CPR	N03AX11	TOPIRAMATE	12/03/09		25/06/09	
3400939000527	TOPIRAMATE ACT 50MG CPR 28	595	EPITOMAX 50MG CPR	N03AX11	TOPIRAMATE	12/03/09		25/06/09	
3400939004549	FOSINOPRIL QUA 10MG CPR  30	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	11/10/06	24/10/13	10/12/08	
3400939004600	FOSINOPRIL QUA 10MG CPR  90	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	11/10/06	24/10/13	10/12/08	
3400939004778	FOSINOPRIL QUA 20MG CPR  30	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	11/10/06	24/10/13	10/12/08	
3400939004839	FOSINOPRIL QUA 20MG CPR  90	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	11/10/06	24/10/13	10/12/08	
3400939005089	FOSINOPRIL MYL 10MG CPR 30	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	26/06/09		10/12/08	
3400939005140	FOSINOPRIL MYL 10MG CPR 90	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	26/06/09		10/12/08	
3400939005201	FOSINOPRIL MYL 20MG CPR 30	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	26/06/09		10/12/08	
3400939005379	FOSINOPRIL MYL 20MG CPR 90	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	26/06/09		10/12/08	
3400939005959	RISPERIDONE TVC 2MG CPR DISP 28	585	RISPERDALORO 2MG CPR	N05AX08	RISPERIDONE	15/04/09		05/03/09	
3400939006550	CEFIXIME RBX 200MG CPR 8	675	OROKEN 200MG CPR	J01DD08	CEFIXIME	15/04/09		10/02/09	
3400939009742	RISPERIDONE TVC 3MG CPR DISP 28	778	RISPERDALORO 3MG CPR	N05AX08	RISPERIDONE	15/04/09		05/03/09	
3400939010632	RISPERIDONE TVC 4MG CPR DISP 28	779	RISPERDALORO 4MG CPR	N05AX08	RISPERIDONE	15/04/09		05/03/09	
3400939012704	PRAVASTATINE SDZ 10MG CPR 30	477	ELISOR 10MG CPR                     | VASTEN 10MG CPR	C10AA03	PRAVASTATINE	21/12/11		18/06/11	
3400939013824	PRAVASTATINE SDZ 20MG CPR 30	475	ELISOR 20MG CPR                     | VASTEN 20MG CPR	C10AA03	PRAVASTATINE	12/05/11	10/05/12	18/06/11	
3400939016207	NOMEGESTROL SDZ 5MG CPR 10	644	LUTENYL 5MG CPR	G03DB04	NOMEGESTROL	15/04/09		10/02/09	
3400939016955	TOPIRAMATE SDZ 100MG CPR 28	596	EPITOMAX 100MG CPR	N03AX11	TOPIRAMATE	12/03/09		07/07/09	
3400939018218	TOPIRAMATE SDZ 200MG CPR 28	597	EPITOMAX 200MG CPR	N03AX11	TOPIRAMATE	12/03/09		07/07/09	
3400939022239	MIRTAZAPINE RBX 15MG CPR ORODISP 30	674	NORSET 15MG CPR ORODISP	N06AX11	MIRTAZAPINE	12/03/09		03/02/09	
3400939023410	MIRTAZAPINE ALM 15MG CPR ORODISP 30	674	NORSET 15MG CPR ORODISP	N06AX11	MIRTAZAPINE	27/11/09		07/07/09	
3400939025360	TRANDOLAPRIL RTP 2MG GELU 30	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	12/03/09		23/01/09	
3400939025599	TRANDOLAPRIL RTP 2MG GELU 90	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	12/03/09		23/01/09	
3400939027951	CEFPODOXIME ACT 100MG CPR 10	636	ORELOX 100MG CPR	J01DD13	CEFPODOXIME	12/03/09	16/09/11	30/01/09	
3400939028033	BENAZEPRIL HCTZ EG 10/12,5MG CPR 30	739	CIBADREX 10MG/12,5MG CPR	C09BA07	BENAZEPRIL ET DIURETIQUES	12/03/09		18/12/08	
3400939028262	BENAZEPRIL HCTZ EG 10/12,5MG CPR 90	739	CIBADREX 10MG/12,5MG CPR	C09BA07	BENAZEPRIL ET DIURETIQUES	12/03/09		18/12/08	
3400939028842	RAMIPRIL ZYF 5MG CPR 30	412	TRIATEC 5MG CPR	C09AA05	RAMIPRIL	12/05/10		12/03/09	
3400939029214	FINASTERIDE ALM 5MG CPR 28	775	CHIBRO-PROSCAR 5MG CPR	G04CB01	FINASTERIDE	15/04/09		12/03/09	
3400939030043	RAMIPRIL ZYF 5MG CPR 90	412	TRIATEC 5MG CPR	C09AA05	RAMIPRIL	12/05/10		12/03/09	
3400939030104	PANTOPRAZOLE EG 20MG CPR 14	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	12/02/10		10/02/09	
3400939030272	PANTOPRAZOLE EG 20MG CPR 28	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	12/02/10		10/02/09	
3400939030333	PANTOPRAZOLE EG 40MG CPR 7	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	01/10/10		10/02/09	
3400939030562	PANTOPRAZOLE EG 40MG CPR 14	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	01/10/10		10/02/09	
3400939030623	PANTOPRAZOLE EG 40MG CPR 28	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	01/10/10		10/02/09	
3400939033815	RAMIPRIL ISD 2,5MG CPR 30	478	TRIATEC 2,5MG CPR	C09AA05	RAMIPRIL	15/04/09		20/02/09	
3400939038438	CLARITHROMYCINE MYP 250MG CPR 10	419	ZECLAR 250MG CPR	J01FA09	CLARITHROMYCINE	12/05/10		09/07/11	
3400939039848	CLARITHROMYCINE QUA 250MG CPR  10	419	ZECLAR 250MG CPR	J01FA09	CLARITHROMYCINE	15/04/09	24/10/13	30/01/09	
3400939040509	CLARITHROMYCINE QUA 500MG CPR  10	418	ZECLAR 500MG CPR	J01FA09	CLARITHROMYCINE	15/04/09	24/10/13	30/01/09	
3400939040677	CLARITHROMYCINE QUA 500MG CPR  14	418	ZECLAR 500MG CPR	J01FA09	CLARITHROMYCINE	15/04/09	24/10/13	30/01/09	
3400939043340	RAMIPRIL ISD 5MG CPR 30	412	TRIATEC 5MG CPR	C09AA05	RAMIPRIL	15/04/09		20/02/09	
3400939043579	RAMIPRIL ISD 5MG CPR 90	412	TRIATEC 5MG CPR	C09AA05	RAMIPRIL	15/04/09		20/02/09	
3400939045122	RAMIPRIL ISD 10MG CPR 30	413	TRIATEC 10MG CPR	C09AA05	RAMIPRIL	15/04/09		20/02/09	
3400939045351	RAMIPRIL ISD 10MG CPR 90	413	TRIATEC 10MG CPR	C09AA05	RAMIPRIL	15/04/09		20/02/09	
3400939049892	GLICLAZIDE BGR LM 30MG CPR 30	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE	15/04/09		26/08/11	
3400939050034	GLICLAZIDE BGR LM 30MG CPR 60	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE	15/04/09		26/08/11	
3400939052274	ISOTRETINOINE TVC 5MG CAPS MOL  30	245	ROACCUTANE 5MG CAPSULE	D10BA01	ISOTRETINOINE	15/04/09		10/02/09	30/08/14
3400939054926	SIMVASTATINE EG 10MG CPR 30	479	LODALES 10MG CPR                    | ZOCOR 10MG CPR	C10AA01	SIMVASTATINE	24/11/06		30/12/08	
3400939056647	RAMIPRIL ZYF 1,25MG CPR 30	410	TRIATEC 1,25MG CPR	C09AA05	RAMIPRIL	01/10/10	15/03/11	03/02/10	
3400939058368	RAMIPRIL ZYF 2,5MG CPR 30	478	TRIATEC 2,5MG CPR	C09AA05	RAMIPRIL	12/05/10		12/03/09	
3400939058597	RAMIPRIL ZYF 2,5MG CPR 90	478	TRIATEC 2,5MG CPR	C09AA05	RAMIPRIL	12/05/10		12/03/09	
3400939059549	TERBINAFINE PFZ 250MG CPR  14	460	LAMISIL 250MG CPR	D01BA02	TERBINAFINE	12/02/10	30/10/13	03/03/10	
3400939059600	TERBINAFINE PFZ 250MG CPR  28	460	LAMISIL 250MG CPR	D01BA02	TERBINAFINE	12/02/10	30/10/13	03/03/10	
3400939062389	CEFEPIME MYL 1G PDR INJ 1	759	AXEPIM 1G PDR INJ	J01DE01	CEFEPIME	15/04/09		30/01/09	
3400939062969	CEFEPIME MYL 2G PDR INJ 1	760	AXEPIM 2G PDR INJ	J01DE01	CEFEPIME	15/04/09		30/01/09	
3400939064451	VENLAFAXINE ISD LP 75MG GELULE 30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	12/02/10		05/03/09	
3400939065052	CEFPODOXIME ALM 100MG CPR 10	636	ORELOX 100MG CPR	J01DD13	CEFPODOXIME	15/04/09		30/01/09	
3400939065922	FINASTERIDE ALT 5MG CPR 28	775	CHIBRO-PROSCAR 5MG CPR	G04CB01	FINASTERIDE	15/04/09		12/03/09	
3400939066233	LORATADINE ALM 10MG CPR 15	439	CLARITYNE 10MG CPR	R06AX13	LORATADINE	15/04/09		30/01/09	
3400939070254	CEFIXIME ARW 200MG CPR 8	675	OROKEN 200MG CPR	J01DD08	CEFIXIME	15/04/09		20/02/09	
3400939072326	PANTOPRAZOLE BCR 20MG CPR 14	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		02/04/09	
3400939072555	PANTOPRAZOLE BCR 20MG CPR 28	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		02/04/09	
3400939072784	PANTOPRAZOLE BCR 40MG CPR 7	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		02/04/09	
3400939072845	PANTOPRAZOLE BCR 40MG CPR 14	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		02/04/09	
3400939073095	PANTOPRAZOLE BCR 40MG CPR 28	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		02/04/09	
3400939073385	FENOFIBRATE RBX 200MG GELULE 30	170	LIPANTHYL 200MG MICRONISE GELULE	C10AB05	FENOFIBRATE	15/04/09		10/02/09	
3400939073446	FENOFIBRATE RBX 200MG GELULE 90	170	LIPANTHYL 200MG MICRONISE GELULE	C10AB05	FENOFIBRATE	15/04/09		10/02/09	
3400939074276	PANTOPRAZOLE ARW 20MG CPR 14	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		20/02/09	
3400939074566	PANTOPRAZOLE ARW 20MG CPR 28	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		20/02/09	
3400939075228	PANTOPRAZOLE ARW 20MG CPR 30	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		09/07/11	
3400939076409	BENAZEPRIL MYL 10MG CPR 30	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	15/04/09		10/02/09	
3400939079011	MAGNEGITA 0,5MMOL/ML INJ 5ML (IV) 1/5 ML	787	GADOPENTETATE 0,5MOL/L SOL INJ 30ML | GADOPENTETATE 0,5MOL/L SOL INJ SER  | MAGNEVIST SOL INJ FV 10ML	V08CA01	GADOPENTETIQUE ACIDE	22/09/09		25/06/09	
3400939079189	MAGNEGITA 0,5MMOL/ML INJ 10ML (IV) 1/10 ML	787	GADOPENTETATE 0,5MOL/L SOL INJ 30ML | GADOPENTETATE 0,5MOL/L SOL INJ SER  | MAGNEVIST SOL INJ FV 10ML	V08CA01	GADOPENTETIQUE ACIDE	22/09/09		25/06/09	
3400939079240	MAGNEGITA 0,5MMOL/ML INJ 15ML (IV) 1/15 ML	787	GADOPENTETATE 0,5MOL/L SOL INJ 30ML | GADOPENTETATE 0,5MOL/L SOL INJ SER  | MAGNEVIST SOL INJ FV 10ML	V08CA01	GADOPENTETIQUE ACIDE	22/09/09		25/06/09	
3400939079301	MAGNEGITA 0,5MMOL/ML INJ 20ML (IV) 1/20 ML	787	GADOPENTETATE 0,5MOL/L SOL INJ 30ML | GADOPENTETATE 0,5MOL/L SOL INJ SER  | MAGNEVIST SOL INJ FV 10ML	V08CA01	GADOPENTETIQUE ACIDE	22/09/09		25/06/09	
3400939079479	MAGNEGITA 0,5MMOL/ML INJ 30ML (IV) 1/30 ML	787	GADOPENTETATE 0,5MOL/L SOL INJ 30ML | GADOPENTETATE 0,5MOL/L SOL INJ SER  | MAGNEVIST SOL INJ FV 10ML	V08CA01	GADOPENTETIQUE ACIDE	22/09/09		25/06/09	
3400939079769	PRAMIPEXOLE ZYD 0,7MG CPR 30	936	SIFROL 0,7MG CPR	N04BC05	PRAMIPEXOLE	16/09/11		29/09/10	
3400939079820	PANTOPRAZOLE ARW 40MG CPR 7	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		20/02/09	
3400939079998	PANTOPRAZOLE ARW 40MG CPR 14	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		20/02/09	
3400939080130	PANTOPRAZOLE ARW 40MG CPR 28	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		20/02/09	
3400939080888	PANTOPRAZOLE ARW 40MG CPR 30	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		09/07/11	
3400939081199	VENLAFAXINE ISD LP 37,5MG GELULE 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	12/02/10		05/03/09	
3400939081601	VENLAFAXINE TVC LP 37,5MG GELULE 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	15/04/09		17/12/08	
3400939082202	VENLAFAXINE TVC LP 75MG GELULE 30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	15/04/09		17/12/08	
3400939082660	CELIPROLOL ZTV 200MG CPR 30	241	CELECTOL 200MG CPR	C07AB08	CELIPROLOL	10/05/12		05/11/09	
3400939082721	GLIBENCLAMIDE ARW 5MG CPR 100	509	DAONIL 5MG CPR	A10BB01	GLIBENCLAMIDE	12/03/09		23/01/09	
3400939094618	QUINAPRIL HCTZ EG 20/12,5MG CPR 30	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	30/07/09		23/07/09	
3400939094786	QUINAPRIL HCTZ EG 20/12,5MG CPR 90	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	30/07/09		23/07/09	
3400939095448	PRAMIPEXOLE ZYD 0,7MG CPR 100	936	SIFROL 0,7MG CPR	N04BC05	PRAMIPEXOLE	16/09/11		29/09/10	
3400939098579	BISOPROLOL SDZ 1,25MG CPR 30	549	CARDENSIEL 1,25MG CPR               | CARDIOCOR 1,25MG CPR	C07AB07	BISOPROLOL	26/06/09		07/07/09	
3400939099989	BISOPROLOL SDZ 2,5MG CPR 30	550	CARDENSIEL 2,5MG CPR                | CARDIOCOR 2,5MG CPR	C07AB07	BISOPROLOL	26/06/09		07/07/09	
3400939100913	BISOPROLOL SDZ 3,75MG CPR 30	551	CARDENSIEL 3,75MG CPR               | CARDIOCOR 3,75MG CPR	C07AB07	BISOPROLOL	26/06/09		07/07/09	
3400939101804	BISOPROLOL SDZ 7,5MG CPR 30	553	CARDENSIEL 7,5MG CPR                | CARDIOCOR 7,5MG CPR	C07AB07	BISOPROLOL	26/06/09		07/07/09	
3400939102344	LOVAVULO 20MICROG/100MICROG CPR PELL 21	834	LAURETTE CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	25/11/10		06/11/10	
3400939102405	PREDNISOLONE QUA 20MG ORODISP  20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		20/02/09	
3400939103464	PREDNISOLONE MYL 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		20/02/09	
3400939106595	PREDNISOLONE ACT 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		05/03/09	
3400939106885	PREDNISOLONE ARW 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		10/02/09	
3400939107196	PREDNISOLONE BGA 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		12/03/09	
3400939107486	PREDNISOLONE CRT 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		20/02/09	
3400939108087	LOVAVULO 20MICROG/100MICROG CPR PELL 63	834	LAURETTE CPR	G03AA07	LEVONORGESTREL ET ESTROGENE	25/11/10		06/11/10	
3400939108148	VENLAFAXINE DOC LP 37,5MG GELU  30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	30/07/09		05/05/09	01/03/13
3400939108209	PREDNISOLONE SDZ 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		05/03/09	
3400939108667	PREDNISOLONE RTP 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		10/02/09	
3400939108957	PREDNISOLONE TVC 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		12/03/09	
3400939109329	PREDNISOLONE RBX 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		10/02/09	
3400939109619	PREDNISOLONE EG 20MG CPR ORODISP 20	750	SOLUPRED 20MG CPR ORODISP	H02AB06	PREDNISOLONE	15/04/09		10/02/09	
3400939110158	LEVOFLOXACINE TVC 500MG CPR 5	922	TAVANIC 500MG CPR	J01MA12	LEVOFLOXACINE	06/05/10		23/02/11	
3400939111049	VENLAFAXINE DOC LP 75MG GELU  30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	30/07/09		05/05/09	01/03/13
3400939113401	PRAMIPEXOLE ZYD 0,18MG CPR 30	935	SIFROL 0,18MG CPR	N04BC05	PRAMIPEXOLE	25/11/10		29/09/10	
3400939118314	BISOPROLOL SDZ 5MG CPR 30	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	22/05/08		07/07/09	
3400939119892	BISOPROLOL SDZ 10MG CPR 30	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	22/05/08	12/07/11	07/07/09	
3400939121093	MIRTAZAPINE PFZ 15MG CPR  30	473	NORSET 15MG CPR	N06AX11	MIRTAZAPINE	22/09/09		13/08/09	
3400939123684	PRAMIPEXOLE ZYD 0,18MG CPR 100	935	SIFROL 0,18MG CPR	N04BC05	PRAMIPEXOLE	25/11/10		29/09/10	
3400939125756	VENLAFAXINE ACT LP 37,5MG GELULE 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	26/06/09		12/03/09	
3400939126357	ACIDE FUSIDIQ SDZ 2% CR TB 15G 1/15 G	702	FUCIDINE 2% CREME	D06AX01	FUSIDIQUE ACIDE	10/05/12		12/04/12	
3400939126937	VENLAFAXINE ACT LP 75MG GELULE 30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	26/06/09		12/03/09	
3400939131788	VENLAFAXINE EGL LP 37,5MG GELULE 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	26/06/09		01/09/10	
3400939132501	VENLAFAXINE EGL LP 75MG GELULE 30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	26/06/09		01/09/10	
3400939133560	FLUOXETINE CRT 20MG CPR 28	316	PROZAC 20MG CPR	N06AB03	FLUOXETINE	15/04/09		05/03/09	
3400939135403	RANITIDINE EG 150MG CPR EFF 30	293	AZANTAC 150MG CPR EFF               | RANIPLEX 150MG CPR EFF	A02BA02	RANITIDINE	12/05/10		30/06/09	
3400939136523	RANITIDINE EG 300MG CPR EFF 14	294	AZANTAC 300MG CPR EFF               | RANIPLEX 300MG CPR EFF	A02BA02	RANITIDINE	12/05/10		30/06/09	
3400939137292	VENLAFAXINE RBX LP 75MG GELULE  30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	08/01/13		20/02/09	
3400939137582	VENLAFAXINE RBX LP 37,5MG GELU 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	15/04/09		20/02/09	
3400939138015	TOPIRAMATE ZYD 50MG CPR 28	595	EPITOMAX 50MG CPR	N03AX11	TOPIRAMATE	30/07/09		09/06/09	
3400939138473	TOPIRAMATE ZYD 100MG CPR 28	596	EPITOMAX 100MG CPR	N03AX11	TOPIRAMATE	30/07/09		09/06/09	
3400939139135	TOPIRAMATE ZYD 200MG CPR 28	597	EPITOMAX 200MG CPR	N03AX11	TOPIRAMATE	30/07/09		09/06/09	
3400939141084	ALENDRONIQUE ACIDE PHR 70MG CPR 4	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	01/02/11		11/11/10	
3400939141206	ALENDRONIQUE ACIDE PHR 70MG CPR 12	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	01/02/11		11/11/10	
3400939142784	ALENDRONIQUE ACIDE ISD 70MG CPR 4	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	16/09/11		25/12/10	
3400939142906	ALENDRONIQUE ACIDE ISD 70MG CPR 12	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	16/09/11		25/12/10	
3400939144337	ALENDRONIQUE ACIDE TVS 70MG CPR 4	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	12/07/11		09/07/11	
3400939144627	ALENDRONIQUE ACIDE TVS 70MG CPR 12	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	12/07/11		09/07/11	
3400939144917	PANTOPRAZOLE ZYD 20MG CPR 14	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		05/03/09	
3400939145228	PANTOPRAZOLE ZYD 20MG CPR 28	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		05/03/09	
3400939145518	ALENDRONIQUE ACIDE ZYD 70MG CPR 4	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	15/04/09		05/03/09	
3400939145747	ALENDRONIQUE ACIDE ZYD 70MG CPR 12	537	FOSAMAX 70MG CPR	M05BA04	ALENDRONIQUE ACIDE	15/04/09		05/03/09	
3400939146287	PANTOPRAZOLE ZYD 40MG CPR 7	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		05/03/09	
3400939146348	PANTOPRAZOLE ZYD 40MG CPR 14	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		05/03/09	
3400939146577	PANTOPRAZOLE ZYD 40MG CPR 28	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	15/04/09		05/03/09	
3400939147178	RISPERIDONE ALT 1MG CPR 60	399	RISPERDAL 1MG CPR	N05AX08	RISPERIDONE	30/07/09		17/04/09	
3400939147697	RISPERIDONE ALT 2MG CPR 60	401	RISPERDAL 2MG CPR	N05AX08	RISPERIDONE	30/07/09		17/04/09	
3400939148120	RISPERIDONE ALT 4MG CPR 30	402	RISPERDAL 4MG CPR	N05AX08	RISPERIDONE	30/07/09		17/04/09	
3400939148939	DORZOLAMIDE TVC 2% COLLYRE 5ML 1/5 ML	810	TRUSOPT 20 MG/ML COLLYRE FL 5ML	S01EC03	DORZOLAMIDE	15/04/09		25/06/09	
3400939149479	BRIMONIDINE TVC 0,2% COLLYRE 1/5 ML	761	ALPHAGAN 0,2% (2MG/ML) COLLYRE	S01EA05	BRIMONIDINE	15/04/09		03/03/09	
3400939151250	PANTOPRAZOLE RPG 20MG CPR 14	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	31/05/13		05/03/09	
3400939151489	PANTOPRAZOLE RPG 20MG CPR 28	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	31/05/13		05/03/09	
3400939151601	PANTOPRAZOLE RPG 40MG CPR  7	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	26/06/09		05/03/09	
3400939151779	PANTOPRAZOLE RPG 40MG CPR  14	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	26/06/09		05/03/09	
3400939152080	PANTOPRAZOLE RPG 40MG CPR  28	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	26/06/09		05/03/09	
3400939157283	LERCANIDIPINE BCR 10MG CPR 30	811	LERCAN 10MG CPR                     | ZANIDIP 10MG CPR	C08CA13	LERCANIDIPINE	30/07/09	01/10/10	15/01/10	
3400939157573	LERCANIDIPINE BCR 10MG CPR 90	811	LERCAN 10MG CPR                     | ZANIDIP 10MG CPR	C08CA13	LERCANIDIPINE	30/07/09	01/10/10	15/01/10	
3400939158006	LERCANIDIPINE BGA 10MG CPR 30	811	LERCAN 10MG CPR                     | ZANIDIP 10MG CPR	C08CA13	LERCANIDIPINE	12/02/10		06/01/10	
3400939158464	LERCANIDIPINE BGA 10MG CPR 90	811	LERCAN 10MG CPR                     | ZANIDIP 10MG CPR	C08CA13	LERCANIDIPINE	12/02/10		06/01/10	
