CIP,C,13	NOM_COURT,C,50	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77	PFHT,N,11,0	PPTTC,N,11,0	TFR,N,10,0	DT_DEB,D	DT_FIN,D
3400938743081	BENAZEPRIL HCTZ TVS 10/12,5MG CPR 30	739	CIBADREX 10MG/12,5MG CPR	C09BA07	BENAZEPRIL ET DIURETIQUES	539	785	785	01/10/13	
3400938743142	BENAZEPRIL HCTZ TVS 10/12,5MG CPR 84	739	CIBADREX 10MG/12,5MG CPR	C09BA07	BENAZEPRIL ET DIURETIQUES	1948	2955	2070	01/10/13	
3400938743203	BENAZEPRIL HCTZ TVS 10/12,5MG CPR 90	739	CIBADREX 10MG/12,5MG CPR	C09BA07	BENAZEPRIL ET DIURETIQUES	2088	3136	2207	01/10/13	
3400938743722	FLUVASTATINE TVC 20MG GELULE 28	0		C10AA04	FLUVASTATINE	457	674	674	01/03/12	
3400938743722	FLUVASTATINE TVC 20MG GELULE 28	0		C10AA04	FLUVASTATINE	457	674	830	01/01/12	29/02/12
3400938743722	FLUVASTATINE TVC 20MG GELULE 28	0		C10AA04	FLUVASTATINE	457	674	849	01/01/11	31/12/11
3400938743890	FLUVASTATINE TVC 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	718	01/03/12	
3400938743890	FLUVASTATINE TVC 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	885	01/01/12	29/02/12
3400938743890	FLUVASTATINE TVC 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	906	01/01/11	31/12/11
3400938744491	FLUVASTATINE TVC 20MG GELULE 84	0		C10AA04	FLUVASTATINE	1302	1893	1893	01/07/12	
3400938744491	FLUVASTATINE TVC 20MG GELULE 84	0		C10AA04	FLUVASTATINE	1302	1893	1819	01/03/12	30/06/12
3400938744491	FLUVASTATINE TVC 20MG GELULE 84	0		C10AA04	FLUVASTATINE	1302	1893	2263	01/01/12	29/02/12
3400938744491	FLUVASTATINE TVC 20MG GELULE 84	0		C10AA04	FLUVASTATINE	1302	1893	2317	01/01/11	31/12/11
3400938744552	FLUVASTATINE TVC 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2020	01/07/12	
3400938744552	FLUVASTATINE TVC 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	1948	01/03/12	30/06/12
3400938744552	FLUVASTATINE TVC 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2420	01/01/12	29/02/12
3400938744552	FLUVASTATINE TVC 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2478	01/01/11	31/12/11
3400938745443	FLUVASTATINE TVC 40MG GELULE 28	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	512	748	748	01/03/12	
3400938745443	FLUVASTATINE TVC 40MG GELULE 28	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	512	748	923	01/01/12	29/02/12
3400938745443	FLUVASTATINE TVC 40MG GELULE 28	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	512	748	944	01/01/11	31/12/11
3400938745504	FLUVASTATINE TVC 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	798	01/03/12	
3400938745504	FLUVASTATINE TVC 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	985	01/01/12	29/02/12
3400938745504	FLUVASTATINE TVC 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	1008	01/01/11	31/12/11
3400938746044	FLUVASTATINE TVC 40MG GELULE 84	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1461	2106	2106	01/07/12	
3400938746044	FLUVASTATINE TVC 40MG GELULE 84	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1461	2106	2035	01/03/12	30/06/12
3400938746044	FLUVASTATINE TVC 40MG GELULE 84	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1461	2106	2527	01/01/12	29/02/12
3400938746044	FLUVASTATINE TVC 40MG GELULE 84	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1461	2106	2587	01/01/11	31/12/11
3400938746105	FLUVASTATINE TVC 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2246	01/07/12	
3400938746105	FLUVASTATINE TVC 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2176	01/03/12	30/06/12
3400938746105	FLUVASTATINE TVC 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2703	01/01/12	29/02/12
3400938746105	FLUVASTATINE TVC 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2768	01/01/11	31/12/11
3400938747683	BICALUTAMIDE QUA 50MG CPR  30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	4289	5540	5540	01/12/13	
3400938747683	BICALUTAMIDE QUA 50MG CPR  30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	4289	5540	7242	01/01/12	30/11/13
3400938747683	BICALUTAMIDE QUA 50MG CPR  30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	4289	5540	7295	15/06/11	31/12/11
3400938748925	BICALUTAMIDE MYP 50MG CPR 30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	4289	5540	5540	01/12/13	
3400938748925	BICALUTAMIDE MYP 50MG CPR 30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	4289	5540	7242	01/01/12	30/11/13
3400938748925	BICALUTAMIDE MYP 50MG CPR 30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	4289	5540	7295	15/06/11	31/12/11
3400938752717	GLIBENCLAMIDE RBX 2,5MG CPR  180	0		A10BB01	GLIBENCLAMIDE	559	896	896	01/07/12	
3400938752717	GLIBENCLAMIDE RBX 2,5MG CPR  180	0		A10BB01	GLIBENCLAMIDE	559	896	812	01/01/12	30/06/12
3400938752717	GLIBENCLAMIDE RBX 2,5MG CPR  180	0		A10BB01	GLIBENCLAMIDE	559	896	831	01/03/09	31/12/11
3400938752946	GLIBENCLAMIDE TVC 2,5MG CPR 180	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	559	896	896	01/07/12	
3400938752946	GLIBENCLAMIDE TVC 2,5MG CPR 180	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	559	896	812	01/01/12	30/06/12
3400938752946	GLIBENCLAMIDE TVC 2,5MG CPR 180	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	559	896	831	01/03/09	31/12/11
3400938753486	QUINAPRIL TVC 20MG CPR 90	408	ACUITEL 20MG CPR                    | KOREC 20MG CPR	C09AA06	QUINAPRIL	1983	2807	2807	01/07/12	
3400938753486	QUINAPRIL TVC 20MG CPR 90	408	ACUITEL 20MG CPR                    | KOREC 20MG CPR	C09AA06	QUINAPRIL	1983	2807	2742	01/03/12	30/06/12
3400938756678	CAPTOPRIL HCTZ EG 50/25MG CPR 30	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	695	996	996	01/03/12	
3400938756678	CAPTOPRIL HCTZ EG 50/25MG CPR 30	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	695	996	1078	01/01/12	29/02/12
3400938756678	CAPTOPRIL HCTZ EG 50/25MG CPR 30	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	695	996	1103	05/11/08	31/12/11
3400938760989	CAPTOPRIL HCTZ TVC 50/25MG CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2626	01/07/12	
3400938760989	CAPTOPRIL HCTZ TVC 50/25MG CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2559	01/03/12	30/06/12
3400938760989	CAPTOPRIL HCTZ TVC 50/25MG CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2778	01/01/12	29/02/12
3400938760989	CAPTOPRIL HCTZ TVC 50/25MG CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2844	01/03/09	31/12/11
3400938762990	BISOPROLOL ACT 10MG CPR 84	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1134	1668	1668	01/12/13	
3400938762990	BISOPROLOL ACT 10MG CPR 84	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1134	1668	1672	01/07/12	30/11/13
3400938762990	BISOPROLOL ACT 10MG CPR 84	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1134	1668	1596	01/01/12	30/06/12
3400938762990	BISOPROLOL ACT 10MG CPR 84	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1134	1668	1633	10/02/09	31/12/11
3400938785944	FOSINOPRIL HCTZ TVC 20/12,5MG CPR 90	722	FOZIRETIC 20MG/12,5MG CPR	C09BA09	FOSINOPRIL ET DIURETIQUES	1587	2275	2275	01/12/13	
3400938785944	FOSINOPRIL HCTZ TVC 20/12,5MG CPR 90	722	FOZIRETIC 20MG/12,5MG CPR	C09BA09	FOSINOPRIL ET DIURETIQUES	1587	2275	2806	01/07/12	30/11/13
3400938785944	FOSINOPRIL HCTZ TVC 20/12,5MG CPR 90	722	FOZIRETIC 20MG/12,5MG CPR	C09BA09	FOSINOPRIL ET DIURETIQUES	1587	2275	2741	01/01/12	30/06/12
3400938785944	FOSINOPRIL HCTZ TVC 20/12,5MG CPR 90	722	FOZIRETIC 20MG/12,5MG CPR	C09BA09	FOSINOPRIL ET DIURETIQUES	1587	2275	2807	01/01/11	31/12/11
3400938789676	ENALAPRIL HCTZ EG 20/12,5MG CPR 30	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES	615	888	888	01/12/13	
3400938789676	ENALAPRIL HCTZ EG 20/12,5MG CPR 30	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES	615	888	1246	01/01/12	30/11/13
3400938789676	ENALAPRIL HCTZ EG 20/12,5MG CPR 30	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES	615	888	1275	08/01/09	31/12/11
3400938789737	LISINOPRIL EG 5MG CPR 30	335	PRINIVIL 5MG CPR                    | ZESTRIL 5MG CPR	C09AA03	LISINOPRIL	276	440	440	19/10/12	
3400938789737	LISINOPRIL EG 5MG CPR 30	335	PRINIVIL 5MG CPR                    | ZESTRIL 5MG CPR	C09AA03	LISINOPRIL	276	440	471	01/01/12	18/10/12
3400938789737	LISINOPRIL EG 5MG CPR 30	335	PRINIVIL 5MG CPR                    | ZESTRIL 5MG CPR	C09AA03	LISINOPRIL	276	440	471	05/03/09	31/12/11
3400938790047	ENALAPRIL EG 5MG CPR 30	12	RENITEC 5MG CPR	C09AA02	ENALAPRIL	221	369	369	01/12/13	
3400938790047	ENALAPRIL EG 5MG CPR 30	12	RENITEC 5MG CPR	C09AA02	ENALAPRIL	221	369	492	01/03/12	30/11/13
3400938790047	ENALAPRIL EG 5MG CPR 30	12	RENITEC 5MG CPR	C09AA02	ENALAPRIL	221	369	526	01/01/12	29/02/12
3400938790047	ENALAPRIL EG 5MG CPR 30	12	RENITEC 5MG CPR	C09AA02	ENALAPRIL	221	369	531	05/03/09	31/12/11
3400938790108	ENALAPRIL EG 20MG CPR 30	200	RENITEC 20MG CPR	C09AA02	ENALAPRIL	615	888	888	01/12/13	
3400938790108	ENALAPRIL EG 20MG CPR 30	200	RENITEC 20MG CPR	C09AA02	ENALAPRIL	615	888	1246	01/03/12	30/11/13
3400938790108	ENALAPRIL EG 20MG CPR 30	200	RENITEC 20MG CPR	C09AA02	ENALAPRIL	615	888	1384	01/01/12	29/02/12
3400938790108	ENALAPRIL EG 20MG CPR 30	200	RENITEC 20MG CPR	C09AA02	ENALAPRIL	615	888	1417	05/03/09	31/12/11
3400938791686	FLUVASTATINE MYL LP 80MG CPR 30	733	FRACTAL LP 80MG CPR	C10AA04	FLUVASTATINE	934	1320	1320	01/02/12	
3400938792058	FLUVASTATINE MYL LP 80MG CPR 30	733	FRACTAL LP 80MG CPR	C10AA04	FLUVASTATINE	2663	3719	3719	01/07/12	
3400938792058	FLUVASTATINE MYL LP 80MG CPR 30	733	FRACTAL LP 80MG CPR	C10AA04	FLUVASTATINE	2663	3719	3603	01/02/12	30/06/12
3400938793468	PERINDOPRIL INDAP RTP 2/0,625MG CPR 30	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	942	01/12/13	
3400938793468	PERINDOPRIL INDAP RTP 2/0,625MG CPR 30	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	1099	01/03/12	30/11/13
3400938793468	PERINDOPRIL INDAP RTP 2/0,625MG CPR 30	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	1190	01/01/12	29/02/12
3400938793468	PERINDOPRIL INDAP RTP 2/0,625MG CPR 30	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	1218	01/10/11	31/12/11
3400938793819	PERINDOPRIL INDAP RTP 2/0,625MG CPR 90	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	2651	01/12/13	
3400938793819	PERINDOPRIL INDAP RTP 2/0,625MG CPR 90	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3094	01/07/12	30/11/13
3400938793819	PERINDOPRIL INDAP RTP 2/0,625MG CPR 90	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3033	01/03/12	30/06/12
3400938793819	PERINDOPRIL INDAP RTP 2/0,625MG CPR 90	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3275	01/01/12	29/02/12
3400938793819	PERINDOPRIL INDAP RTP 2/0,625MG CPR 90	790	PRETERAX 2MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3351	01/10/11	31/12/11
3400938794298	PERINDOPRIL INDAP RTP 4/1,25MG CPR 30	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	942	01/12/13	
3400938794298	PERINDOPRIL INDAP RTP 4/1,25MG CPR 30	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	1099	01/03/12	30/11/13
3400938794298	PERINDOPRIL INDAP RTP 4/1,25MG CPR 30	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	1190	01/01/12	29/02/12
3400938794298	PERINDOPRIL INDAP RTP 4/1,25MG CPR 30	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	838	1417	1218	01/10/11	31/12/11
3400938794649	PERINDOPRIL INDAP RTP 4/1,25MG CPR 90	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	2651	01/12/13	
3400938794649	PERINDOPRIL INDAP RTP 4/1,25MG CPR 90	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3094	01/07/12	30/11/13
3400938794649	PERINDOPRIL INDAP RTP 4/1,25MG CPR 90	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3033	01/03/12	30/06/12
3400938794649	PERINDOPRIL INDAP RTP 4/1,25MG CPR 90	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3275	01/01/12	29/02/12
3400938794649	PERINDOPRIL INDAP RTP 4/1,25MG CPR 90	789	SANS SPECIALITE REFERENTE	C09BA04	PERINDOPRIL ET DIURETIQUES	2388	3351	3351	01/10/11	31/12/11
3400938797541	FLUVASTATINE SDZ LP 80MG CPR 90	0		C10AA04	FLUVASTATINE	2663	3719	3719	01/07/12	
3400938797541	FLUVASTATINE SDZ LP 80MG CPR 90	0		C10AA04	FLUVASTATINE	2663	3719	3603	01/02/12	30/06/12
3400938799552	CARVEDILOL EG 6,25MG CPR 14	359	KREDEX 6,25MG CPR	C07AG02	CARVEDILOL	276	440	440	01/01/12	
3400938799552	CARVEDILOL EG 6,25MG CPR 14	359	KREDEX 6,25MG CPR	C07AG02	CARVEDILOL	276	440	437	01/01/09	31/12/11
3400938799613	CARVEDILOL EG 6,25MG CPR 28	359	KREDEX 6,25MG CPR	C07AG02	CARVEDILOL	552	802	802	01/01/12	
3400938799613	CARVEDILOL EG 6,25MG CPR 28	359	KREDEX 6,25MG CPR	C07AG02	CARVEDILOL	552	802	821	01/01/09	31/12/11
3400938800593	CARVEDILOL EG 12,5MG CPR 28	358	KREDEX 12,5MG CPR	C07AG02	CARVEDILOL	552	802	802	01/01/12	
3400938800593	CARVEDILOL EG 12,5MG CPR 28	358	KREDEX 12,5MG CPR	C07AG02	CARVEDILOL	552	802	821	01/01/09	31/12/11
3400938801316	CARVEDILOL EG 25MG CPR 28	499	KREDEX 25MG CPR	C07AG02	CARVEDILOL	552	802	802	01/01/12	
3400938801316	CARVEDILOL EG 25MG CPR 28	499	KREDEX 25MG CPR	C07AG02	CARVEDILOL	552	802	821	01/01/09	31/12/11
3400938802894	QUINAPRIL HCTZ ACT 20/12,5MG CPR 90	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	1983	2807	2807	01/07/12	
3400938802894	QUINAPRIL HCTZ ACT 20/12,5MG CPR 90	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	1983	2807	2742	01/01/12	30/06/12
3400938802894	QUINAPRIL HCTZ ACT 20/12,5MG CPR 90	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	1983	2807	2808	01/03/10	31/12/11
3400938803785	QUINAPRIL HCTZ MYL 20/12,5MG CPR 90	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	1983	2807	2807	01/07/12	
3400938803785	QUINAPRIL HCTZ MYL 20/12,5MG CPR 90	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	1983	2807	2742	01/01/12	30/06/12
3400938803785	QUINAPRIL HCTZ MYL 20/12,5MG CPR 90	581	ACUILIX 20MG/12,5MG CPR             | KORETIC 20MG/12,5MG CPR PEL	C09BA06	QUINAPRIL ET DIURETIQUES	1983	2807	2808	01/03/10	31/12/11
3400938814552	TRANDOLAPRIL BGA 0,5MG GELULE 28	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	143	269	269	01/12/13	
3400938814552	TRANDOLAPRIL BGA 0,5MG GELULE 28	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	143	269	289	01/03/12	30/11/13
3400938814552	TRANDOLAPRIL BGA 0,5MG GELULE 28	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	143	269	307	01/01/12	29/02/12
3400938814552	TRANDOLAPRIL BGA 0,5MG GELULE 28	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	143	269	294	01/01/11	31/12/11
3400938814781	TRANDOLAPRIL BGA 0,5MG GELULE 84	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	494	740	696	01/12/13	
3400938814781	TRANDOLAPRIL BGA 0,5MG GELULE 84	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	494	740	755	01/07/12	30/11/13
3400938814781	TRANDOLAPRIL BGA 0,5MG GELULE 84	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	494	740	670	01/03/12	30/06/12
3400938814781	TRANDOLAPRIL BGA 0,5MG GELULE 84	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	494	740	724	01/01/12	29/02/12
3400938814781	TRANDOLAPRIL BGA 0,5MG GELULE 84	735	ODRIK 0,5MG GELULE	C09AA10	TRANDOLAPRIL	494	740	740	01/01/11	31/12/11
3400938814903	TRANDOLAPRIL BGA 2MG GELULE 28	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	435	645	645	01/12/13	
3400938814903	TRANDOLAPRIL BGA 2MG GELULE 28	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	435	645	709	01/03/12	30/11/13
3400938814903	TRANDOLAPRIL BGA 2MG GELULE 28	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	435	645	766	01/01/12	29/02/12
3400938814903	TRANDOLAPRIL BGA 2MG GELULE 28	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	435	645	783	01/01/11	31/12/11
3400938815153	TRANDOLAPRIL BGA 2MG GELULE 84	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1484	2115	1810	01/12/13	
3400938815153	TRANDOLAPRIL BGA 2MG GELULE 84	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1484	2115	1980	01/07/12	30/11/13
3400938815153	TRANDOLAPRIL BGA 2MG GELULE 84	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1484	2115	1905	01/03/12	30/06/12
3400938815153	TRANDOLAPRIL BGA 2MG GELULE 84	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1484	2115	2066	01/01/12	29/02/12
3400938815153	TRANDOLAPRIL BGA 2MG GELULE 84	736	ODRIK 2MG GELULE	C09AA10	TRANDOLAPRIL	1484	2115	2115	01/01/11	31/12/11
3400938815962	TRANDOLAPRIL BGA 4MG GELULE 28	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	690	990	990	01/12/13	
3400938815962	TRANDOLAPRIL BGA 4MG GELULE 28	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	690	990	1094	01/03/12	30/11/13
3400938815962	TRANDOLAPRIL BGA 4MG GELULE 28	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	690	990	1185	01/01/12	29/02/12
3400938815962	TRANDOLAPRIL BGA 4MG GELULE 28	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	690	990	1212	01/01/11	31/12/11
3400938816105	TRANDOLAPRIL BGA 4MG GELULE 84	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2359	3316	2785	01/12/13	
3400938816105	TRANDOLAPRIL BGA 4MG GELULE 84	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2359	3316	3062	01/07/12	30/11/13
3400938816105	TRANDOLAPRIL BGA 4MG GELULE 84	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2359	3316	2996	01/03/12	30/06/12
3400938816105	TRANDOLAPRIL BGA 4MG GELULE 84	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2359	3316	3241	01/01/12	29/02/12
3400938816105	TRANDOLAPRIL BGA 4MG GELULE 84	737	ODRIK 4MG GELULE	C09AA10	TRANDOLAPRIL	2359	3316	3316	01/01/11	31/12/11
3400938816334	BISOPROLOL HCTZ TVC 2,5/6,25MG CPR 90	687	LODOZ 2,5MG/6,25MG CPR              | WYTENS 2,5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1774	01/07/12	
3400938816334	BISOPROLOL HCTZ TVC 2,5/6,25MG CPR 90	687	LODOZ 2,5MG/6,25MG CPR              | WYTENS 2,5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1699	01/03/12	30/06/12
3400938816563	BISOPROLOL HCTZ TVC 5/6,25MG CPR 90	688	LODOZ 5MG/6,25MG CPR                | WYTENS 5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1774	01/07/12	
3400938816563	BISOPROLOL HCTZ TVC 5/6,25MG CPR 90	688	LODOZ 5MG/6,25MG CPR                | WYTENS 5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1699	01/03/12	30/06/12
3400938816624	BISOPROLOL HCTZ TVC 10/6,25MG CPR 90	686	LODOZ 10MG/6,25MG CPR               | WYTENS 10MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1774	01/07/12	
3400938816624	BISOPROLOL HCTZ TVC 10/6,25MG CPR 90	686	LODOZ 10MG/6,25MG CPR               | WYTENS 10MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	1213	1774	1699	01/03/12	30/06/12
3400938822656	CICLOPIROX RTP 8% VERNIS 1/3 ML	744	MYCOSTER 8% SOL	D01AE14	CICLOPIROX	708	1014	1014	01/01/12	
3400938822656	CICLOPIROX RTP 8% VERNIS 1/3 ML	744	MYCOSTER 8% SOL	D01AE14	CICLOPIROX	708	1014	1037	01/01/11	31/12/11
3400938822885	CICLOPIROX MYL 8% VERNIS 1/3 ML	744	MYCOSTER 8% SOL	D01AE14	CICLOPIROX	708	1014	1014	01/01/12	
3400938822885	CICLOPIROX MYL 8% VERNIS 1/3 ML	744	MYCOSTER 8% SOL	D01AE14	CICLOPIROX	708	1014	1037	01/01/11	31/12/11
3400938823837	CICLOPIROX BGA 8% VERNIS 1/3 ML	0		D01AE14	CICLOPIROX	708	1014	1014	01/01/12	
3400938823837	CICLOPIROX BGA 8% VERNIS 1/3 ML	0		D01AE14	CICLOPIROX	708	1014	1037	01/01/11	31/12/11
3400938824087	CICLOPIROX QUA 8% VERNIS  1/3 ML	744	MYCOSTER 8% SOL	D01AE14	CICLOPIROX	708	1014	1014	01/01/12	
3400938824087	CICLOPIROX QUA 8% VERNIS  1/3 ML	744	MYCOSTER 8% SOL	D01AE14	CICLOPIROX	708	1014	1037	01/01/11	31/12/11
3400938827620	FOSINOPRIL EG 10MG CPR 30	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	465	685	685	01/12/13	
