CIP,C,13	NOM_COURT,C,50	DT_EFFET,D	GEN_IND,C,1	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77
3400949505890	NOVONORM 1MG CPR (ADP) (ITA) 90	27/02/13	0	0		A10BX02	REPAGLINIDE
3400949505951	NOVONORM 1 MG (REPAGLINIDE) 1 BOITE DE 270, COMPRI	27/02/13	0	0			
3400949506033	ARAVA 20MG CPR ADP BBA 30	21/06/13	0	0		L04AA13	LEFLUNOMIDE
3400949506262	ARAVA 10MG CPR ADP BBA 30	21/06/13	0	0		L04AA13	LEFLUNOMIDE
3400949506323	UROREC 4MG GELULE (ADP) (IR) 30	19/01/13	0	0		G04CA04	SILODOSINE
3400949506491	UROREC 8MG GELULE (ADP) (IR) 30	19/01/13	0	0		G04CA04	SILODOSINE
3400949506552	ZYPREXA 10MG CPR (ADP) (UK) 28	10/11/12	0	0		N05AH03	OLANZAPINE
3400949506613	XARELTO 10 MG (RIVAROXABAN), 1 BOITE DE 10, COMPRI	26/07/13	0	0			
3400949506781	XARELTO 10MG CPR ADP 30	26/07/13	0	0		B01AF01	RIVAROXABAN
3400949506842	PLAVIX 75MG CPR (ADP) MWI 30	09/05/13	0	0		B01AC04	CLOPIDOGREL
3400949506903	NUTROPINAQ 10MG/2ML SOL INJ 1	22/03/13	0	0		H01AC01	SOMATROPINE
3400949507092	ZYPREXA 10MG CPR (ADP) (BV) 28	05/04/13	0	0		N05AH03	OLANZAPINE
3400949507153	ZYPREXA 5MG CPR (ADP) 28	05/04/13	0	0		N05AH03	OLANZAPINE
3400949507214	PROCORALAN 5 MG (IVABRADINE) 1 BOITE DE 56, COMPRI	09/05/13	0	0			
3400949507382	ZYPREXA VELOTAB 5MG CPR (ADP) (PLA) 28	19/10/13	0	0		N05AH03	OLANZAPINE
3400949507443	ZYPREXA VELOTAB 10MG CPR (ADP) (PLA) 28	19/10/13	0	0		N05AH03	OLANZAPINE
3400949507504	NOVONORM 0,5MG CPR (ADP) (UK) 90	19/01/13	0	0		A10BX02	REPAGLINIDE
3400949507672	NOVONORM 1MG CPR (ADP) (UK) 90	19/01/13	0	0		A10BX02	REPAGLINIDE
3400949507733	EVISTA 60 MG (CHLORHYDRATE DE RALOXIFENE) 1 BOITE	09/05/13	0	0			
3400949507962	EVISTA 60 MG (CHLORHYDRATE DE RALOXIFENE) 1 BOITE	09/05/13	0	0			
3400949508044	OPTRUMA 60MG CPR (UK) ADP 28	03/10/13	0	0		G03XC01	RALOXIFENE
3400949508105	OPTRUMA 60 MG (CHLORHYDRATE DE RALOXIFENE) 1 BOITE	19/12/13	0	0			
3400949508273	EVISTA 60MG CPR (UK) ADP 28	03/10/13	0	0		G03XC01	RALOXIFENE
3400949508334	EVISTA 60MG CPR (UK) ADP 84	19/12/13	0	0		G03XC01	RALOXIFENE
3400949508563	VIRAMUNE 200 MG (NEVIRAPINE ANHYDRE), 1 BOITE DE 6	03/10/13	0	0			
3400949508792	ARAVA 10MG CPR ADP MWI 30	03/10/13	0	0		L04AA13	LEFLUNOMIDE
3400949508853	ARAVA 20MG CPR ADP MWI 30	03/10/13	0	0		L04AA13	LEFLUNOMIDE
3400949508914	KEPPRA 500 MG (LEVETIRACETAM) 1 BOITE DE 60, COMPR	19/12/13	0	0			
3400949509164	EXELON 3 MG (RIVASTIGMINE) 1 BOITE DE 28, GELULES	20/11/13	0	0			
3400949509225	EXELON 3 MG (RIVASTIGMINE) 1 BOITE DE 56, GELULES	20/11/13	0	0			
3400949509393	EXELON 1,5 MG (RIVASTIGMINE) 1 BOITE DE 28, GELULE	20/11/13	0	0			
3400949509454	EXELON 1,5 MG (RIVASTIGMINE) 1 BOITE DE 56, GELULE	20/11/13	0	0			
3400949509515	ZYPREXA 10 MG (OLANZAPINE) 1 BOITE DE 28, COMPRIME	19/12/13	0	0			
3400949509683	ZYPREXA 7,5 MG (OLANZAPINE) 1 BOITE DE 28, COMPRIM	19/12/13	0	0			
3400949509744	ZYPREXA 5 MG (OLANZAPINE) 1 BOITE DE 28, COMPRIMES	19/12/13	0	0			
3400949509805	OPTRUMA 60 MG (CHLORHYDRATE DE RALOXIFENE) 1 BOITE	19/12/13	0	0			
3400949509973	OPTRUMA 60 MG (CHLORHYDRATE DE RALOXIFENE) 1 BOITE	19/12/13	0	0			
3400949510054	EVISTA 60 MG (CHLORHYDRATE DE RALOXIFENE) 1 BOITE	19/12/13	0	0			
3400949510115	EVISTA 60 MG (CHLORHYDRATE DE RALOXIFENE) 1 BOITE	19/12/13	0	0			
3400949510283	ZYPREXA VELOTAB 5 MG (OLANZAPINE) 1, BOITE DE 28,	01/05/14	0	0			
3400949510344	ZYPREXA VELOTAB 10 MG (OLANZAPINE) 1, BOITE DE 28,	01/05/14	0	0			
3400949510405	KEPPRA 500 MG (LEVETIRACETAM) 1, BOITE DE 60, COMP	01/05/14	0	0			
3400949510573	KEPPRA 1000 MG (LEVETIRACETAM) 1, BOITE DE 60, COM	01/05/14	0	0			
3400949511006	CELLCEPT 500 MG (MYCOPHENOLATE MOFETIL) 1, BOITE D	19/02/14	0	0			
3400949511174	UROREC 8 MG (SILODOSINE) 1, BOITE DE 30, GELULES	01/05/14	0	0			
3400949511235	UROREC 4 MG (SILODOSINE) 1, BOITE DE 30, GELULES	01/05/14	0	0			
3400949511464	CYMBALTA 60 MG (DULOXETINE) 1, BOITE DE 28, GELULE	01/05/14	0	0			
3400949600915	BUDESONIDE PHR 1MG/2ML SUSP INH 20/2 ML	15/03/11	1	304	PULMICORT 1MG/2ML SUSP INHAL	R03BA02	BUDESONIDE
3400949601455	TOPIRAMATE PFIZER 100MG CPR  60	16/09/11	1	596	EPITOMAX 100MG CPR	N03AX11	TOPIRAMATE
3400949605538	LAMALINE 500 MG/25 MG (PARACETAMOL, POUDRE D'OPIUM	27/02/13	0	0			
3400949605767	TOPIRAMATE PFIZER 200MG CPR  60	26/08/11	0	0		N03AX11	TOPIRAMATE
3400949606139	DORZOLAMIDE MYL 2% COLLYRE 5ML 1/5 ML	16/09/11	1	810	TRUSOPT 20 MG/ML COLLYRE FL 5ML	S01EC03	DORZOLAMIDE
3400949610150	RISPERIDONE PFIZER 1 MG 1 BOITE DE 60, COMPRIMES P	23/11/11	0	0			
3400949610969	VENLAFAXINE KRK LP 37,5MG GELU 30	31/05/13	1	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE
3400949612680	RISPERIDONE PFIZER 2 MG 1 BOITE DE 60, COMPRIMES P	23/11/11	0	0			
3400949614172	RISPERIDONE PFIZER 4 MG 1 BOITE DE 30, COMPRIMES P	23/11/11	0	0			
3400949615353	VENLAFAXINE KRK LP 75MG GELU 30	31/05/13	1	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE
3400949617135	CANDESARTAN ZEN 4MG CPR 30	26/01/12	0	0		C09CA06	CANDESARTAN
3400949617593	CANDESARTAN ZEN 4MG CPR 90	26/01/12	0	0		C09CA06	CANDESARTAN
3400949617944	ALLOPURINOL TVC 100MG CPR 28	12/02/10	1	215	ZYLORIC 100MG CPR	M04AA01	ALLOPURINOL
3400949618835	RISEDRONATE TVC 35MG CPR 4	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949619375	RISEDRONATE TVC 35MG CPR 12	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949620036	ALLOPURINOL TVC 200MG CPR 28	12/07/11	1	181	ZYLORIC 200MG CPR	M04AA01	ALLOPURINOL
3400949620906	CANDESARTAN ZEN 8MG CPR 30	10/05/12	1	960	ATACAND 8MG CPR                     | KENZEN 8MG CPR	C09CA06	CANDESARTAN
3400949621217	CANDESARTAN ZEN 8MG CPR 90	10/05/12	1	960	ATACAND 8MG CPR                     | KENZEN 8MG CPR	C09CA06	CANDESARTAN
3400949621736	CANDESARTAN ZEN 16MG CPR 30	10/05/12	1	961	ATACAND 16MG CPR                    | KENZEN 16MG CPR	C09CA06	CANDESARTAN
3400949622108	CANDESARTAN ZEN 16MG CPR 90	10/05/12	1	961	ATACAND 16MG CPR                    | KENZEN 16MG CPR	C09CA06	CANDESARTAN
3400949622795	CANDESARTAN ZEN 32MG CPR 30	10/05/12	1	962	ATACAND 32MG CPR                    | KENZEN 32MG CPR	C09CA06	CANDESARTAN
3400949623228	PANTOPRAZOLE TEVA 40 MG 1 BOITE DE 1, POUDRE POUR	23/02/11	0	0			
3400949623686	ALLOPURINOL TVC 300MG CPR 28	12/07/11	1	149	ZYLORIC 300MG CPR	M04AA01	ALLOPURINOL
3400949624348	IRBESARTAN CRT 75MG CPR 30	24/10/13	1	915	APROVEL 75MG CPR	C09CA04	IRBESARTAN
3400949624638	IRBESARTAN CRT 75MG CPR 90	24/10/13	1	915	APROVEL 75MG CPR	C09CA04	IRBESARTAN
3400949625178	IRBESARTAN CRT 150MG CPR 30	24/10/13	1	916	APROVEL 150MG CPR	C09CA04	IRBESARTAN
3400949625529	IRBESARTAN CRT 150MG CPR 90	24/10/13	1	916	APROVEL 150MG CPR	C09CA04	IRBESARTAN
3400949625987	IRBESARTAN CRT 300MG CPR 30	24/10/13	1	917	APROVEL 300MG CPR	C09CA04	IRBESARTAN
3400949626298	IRBESARTAN CRT 300MG CPR 90	24/10/13	1	917	APROVEL 300MG CPR	C09CA04	IRBESARTAN
3400949626359	EXEMESTANE EG 25MG CPR 30	21/12/11	1	881	AROMASINE 25MG CPR	L02BG06	EXEMESTANE
3400949630950	EXEMESTANE ZTL 25MG CPR 30	28/06/12	1	881	AROMASINE 25MG CPR	L02BG06	EXEMESTANE
3400949631322	PRAMIPEXOLE QUALIMED 0,18 MG 1 BOITE DE 30, COMPRI	25/12/10	0	0			
3400949631780	PRAMIPEXOLE QUALIMED 0,18 MG 1 BOITE DE 100, COMPR	25/12/10	0	0			
3400949633623	PRAMIPEXOLE QUALIMED 0,7 MG 1 BOITE DE 30, COMPRIM	25/12/10	0	0			
3400949634163	PRAMIPEXOLE QUALIMED 0,7 MG 1 BOITE DE 100, COMPRI	25/12/10	0	0			
3400949636815	PRAMIPEXOLE MYL 0,18MG CPR 30	16/09/11	1	935	SIFROL 0,18MG CPR	N04BC05	PRAMIPEXOLE
3400949637294	PRAMIPEXOLE MYL 0,18MG CPR 100	16/09/11	1	935	SIFROL 0,18MG CPR	N04BC05	PRAMIPEXOLE
3400949639076	PRAMIPEXOLE MYL 0,7MG CPR 30	16/09/11	1	936	SIFROL 0,7MG CPR	N04BC05	PRAMIPEXOLE
3400949639595	PRAMIPEXOLE MYL 0,7MG CPR 100	16/09/11	1	936	SIFROL 0,7MG CPR	N04BC05	PRAMIPEXOLE
3400949640775	LOSARTAN EVO 100MG CPR 90	15/03/11	1	677	COZAAR 100MG CPR	C09CA01	LOSARTAN
3400949640836	ANASTROZOLE BIOSTABILEX 1MG CPR  90	25/12/10	0	0		L02BG03	ANASTROZOLE
3400949642557	OFLOXACINE BGA 1,5MG/0,5ML SOL AURIC 20/,5 ML	16/09/11	1	1004	OFLOCET 1,5MG/0,5ML SOL AURICULAIRE	S02AA16	OFLOXACINE
3400949647170	CIPROFLOXACINE PFZ 250MG CPR 12	14/05/11	0	0		J01MA02	CIPROFLOXACINE
3400949648290	CIPROFLOXACINE PFZ 500MG CPR 12	14/05/11	0	0		J01MA02	CIPROFLOXACINE
3400949651481	METFORMINE PFZ 500MG CPR NFSP 30	11/09/12	1	47	GLUCOPHAGE 500MG CPR	A10BA02	METFORMINE
3400949652433	METFORMINE PFZ 500MG CPR NFSP 90	11/09/12	1	47	GLUCOPHAGE 500MG CPR	A10BA02	METFORMINE
3400949653553	METFORMINE PFZ 850MG CPR  30	11/09/12	1	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE
3400949654444	METFORMINE PFZ 850MG CPR  90	11/09/12	1	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE
3400949655274	METFORMINE PFZ 1 000MG CPR NFSP 30	22/11/12	1	324	GLUCOPHAGE 1000MG CPR	A10BA02	METFORMINE
3400949655915	METFORMINE PFZ 1 000MG CPR NFSP 90	22/11/12	1	324	GLUCOPHAGE 1000MG CPR	A10BA02	METFORMINE
3400949656516	ACIDE FUSIDIQUE SPI 2% CREME 1/15 G	18/06/11	0	0		D06AX01	FUSIDIQUE ACIDE
3400949656806	FUSIDATE NA SPIRIG 2% POMMADE 1/15 G	18/06/11	0	0		D06AX01	FUSIDIQUE ACIDE
3400949657117	IRBESARTAN HCTZ ZYD 150/12,5MG CPR 30	16/09/11	1	974	COAPROVEL 150/12,5MG CPR            | COAPROVEL 150/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES
3400949657407	IRBESARTAN HCTZ ZYD 150/12,5MG CPR 90	16/09/11	1	974	COAPROVEL 150/12,5MG CPR            | COAPROVEL 150/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES
3400949659128	ATORVASTATINE RATIO 10MG CPR 28	28/06/12	1	895	TAHOR 10MG CPR                      | TAHOR 10MG CPR CROQ	C10AA05	ATORVASTATINE
3400949659876	ATORVASTATINE RATIO 10MG CPR 90	28/06/12	1	895	TAHOR 10MG CPR                      | TAHOR 10MG CPR CROQ	C10AA05	ATORVASTATINE
3400949665501	DOLENIO 1178MG CPR 30	15/04/11	0	0		M01AX05	GLUCOSAMINE
3400949666331	PECFENT 100MICROG/DOSE SOL NASAL 1/1,55 ML	23/07/11	0	0		N02AB03	FENTANYL
3400949666621	PECFENT 400MICROG/DOSE SOL NASAL 1/1,55 ML	23/07/11	0	0		N02AB03	FENTANYL
3400949666911	IRBESARTAN HCTZ ZYD 300/12,5MG CPR 30	16/09/11	1	975	COAPROVEL 300/12,5MG CPR            | COAPROVEL 300/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES
3400949667390	IRBESARTAN HCTZ ZYD 300/12,5MG CPR 90	16/09/11	1	975	COAPROVEL 300/12,5MG CPR            | COAPROVEL 300/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES
3400949669233	MONTELUKAST MYL 10MG CPR 28	16/09/11	1	924	SINGULAIR 10MG CPR	R03DC03	MONTELUKAST
3400949676385	ATORVASTATINE RATIO 20MG CPR 28	28/06/12	1	896	TAHOR 20MG CPR	C10AA05	ATORVASTATINE
3400949677108	ATORVASTATINE RATIO 20MG CPR 90	28/06/12	1	896	TAHOR 20MG CPR	C10AA05	ATORVASTATINE
3400949682768	ATORVASTATINE RATIO 40MG CPR 28	28/06/12	1	897	TAHOR 40MG CPR	C10AA05	ATORVASTATINE
3400949683598	ATORVASTATINE RATIO 40MG CPR 90	28/06/12	1	897	TAHOR 40MG CPR	C10AA05	ATORVASTATINE
3400949688562	ATORVASTATINE RATIO 80MG CPR 28	28/06/12	1	898	TAHOR 80MG CPR	C10AA05	ATORVASTATINE
3400949689392	ATORVASTATINE RATIO 80MG CPR 90	28/06/12	1	898	TAHOR 80MG CPR	C10AA05	ATORVASTATINE
3400949694884	RISEDRONATE RTP 35MG CPR 4	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949695027	RISEDRONATE RTP 35MG CPR 12	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949695256	ALPRAZOLAM ZEN 0,25MG CPR 30	11/09/12	1	637	XANAX 0,25MG CPR	N05BA12	ALPRAZOLAM
3400949695317	ALPRAZOLAM ZEN 0,50MG CPR 30	25/07/12	1	639	XANAX 0,50MG CPR	N05BA12	ALPRAZOLAM
3400949696086	VENLAFAXINE HCS LP 37,5MG 1 BOITE DE 30, GELULES A	01/01/14	0	0			
3400949697618	VENLAFAXINE HCS LP 75MG 1 BOITE DE 30, GELULES A L	01/01/14	0	0			
3400949699858	RABEPRAZOLE TEVA 10MG CPR 14	16/09/11	1	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE
3400949700202	RABEPRAZOLE TEVA 10MG CPR 28	16/09/11	1	972	PARIET 10MG CPR	A02BC04	RABEPRAZOLE
3400949701612	RABEPRAZOLE TEVA 20MG CPR 14	16/09/11	1	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE
3400949702091	RABEPRAZOLE TEVA 20MG CPR 28	16/09/11	1	973	PARIET 20MG CPR	A02BC04	RABEPRAZOLE
3400949703333	PRAMIPEXOLE RBX 0,7MG CPR  30	12/07/11	1	936	SIFROL 0,7MG CPR	N04BC05	PRAMIPEXOLE
3400949703562	PRAMIPEXOLE RBX 0,7MG CPR  100	12/07/11	1	936	SIFROL 0,7MG CPR	N04BC05	PRAMIPEXOLE
3400949703623	PRAMIPEXOLE RBX 0,18MG CPR  30	12/07/11	1	935	SIFROL 0,18MG CPR	N04BC05	PRAMIPEXOLE
3400949703791	PRAMIPEXOLE RBX 0,18MG CPR  100	12/07/11	1	935	SIFROL 0,18MG CPR	N04BC05	PRAMIPEXOLE
3400949709595	BIPERIDYSFLASH 20MG CPR ORODISP 30	20/10/11	0	0		A03FA03	DOMPERIDONE
3400949710027	LOPERAMIDE ALM 2MG GELULE 20	16/09/11	1	11	IMODIUM 2MG GELULE	A07DA03	LOPERAMIDE
3400949710485	QUINAPRIL EG 20MG CPR 28	11/11/10	1	408	ACUITEL 20MG CPR                    | KOREC 20MG CPR	C09AA06	QUINAPRIL
3400949711086	VALSARTAN PHR 40MG CPR 30	16/09/11	1	853	NISIS 40MG CPR                      | NISIS 40MG CPR                      | TAREG 40MG CPR	C09CA03	VALSARTAN
3400949711437	VALSARTAN PHR 40MG CPR 90	16/09/11	1	853	NISIS 40MG CPR                      | NISIS 40MG CPR                      | TAREG 40MG CPR	C09CA03	VALSARTAN
3400949713158	VALSARTAN PHR 80MG CPR 30	16/09/11	1	854	NISIS 80MG CPR                      | TAREG 80MG CPR	C09CA03	VALSARTAN
3400949713509	VALSARTAN PHR 80MG CPR 90	16/09/11	1	854	NISIS 80MG CPR                      | TAREG 80MG CPR	C09CA03	VALSARTAN
3400949714919	VALSARTAN PHR 160MG CPR 30	16/09/11	1	855	NISIS 160MG CPR                     | TAREG 160MG CPR	C09CA03	VALSARTAN
3400949717231	VALSARTAN PHR 160MG CPR 90	16/09/11	1	855	NISIS 160MG CPR                     | TAREG 160MG CPR	C09CA03	VALSARTAN
3400949717699	ESOMEPRAZOLE WTR 20MG GELULE 7	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949717750	ESOMEPRAZOLE WTR 20MG GELULE 14	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949717811	ESOMEPRAZOLE WTR 20MG GELULE 28	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949718061	ESOMEPRAZOLE WTR 40MG GELULE 14	07/08/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949718122	ESOMEPRAZOLE WTR 40MG GELULE 28	07/08/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949718351	ESOMEPRAZOLE BGA 20MG GELULE 7	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949718412	ESOMEPRAZOLE BGA 20MG GELULE 14	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949718580	ESOMEPRAZOLE BGA 20MG GELULE 28	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949718702	ESOMEPRAZOLE BGA 40MG GELULE 14	15/03/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949718870	ESOMEPRAZOLE BGA 40MG GELULE 28	15/03/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949719013	ESOMEPRAZOLE MYL 20MG GELULE 7	20/12/13	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949719181	ESOMEPRAZOLE MYL 20MG GELULE 14	20/12/13	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949719242	ESOMEPRAZOLE MYL 20MG GELULE 28	20/12/13	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949719471	ESOMEPRAZOLE MYL 40MG GELULE 14	20/12/13	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949719532	ESOMEPRAZOLE MYL 40MG GELULE 28	20/12/13	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949720651	ESOMEPRAZOLE EG 20MG GELULE 7	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949720712	ESOMEPRAZOLE EG 20MG GELULE 14	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949720880	ESOMEPRAZOLE EG 20MG GELULE 28	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949721023	ESOMEPRAZOLE EG 40MG GELULE 14	07/08/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949721191	ESOMEPRAZOLE EG 40MG GELULE 28	07/08/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949721313	ESOMEPRAZOLE ARW 20MG GELULE 7	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949721481	ESOMEPRAZOLE ARW 20MG GELULE 14	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949721542	ESOMEPRAZOLE ARW 20MG GELULE 28	07/08/11	1	944	INEXIUM 20MG CPR	A02BC05	ESOMEPRAZOLE
3400949721771	ESOMEPRAZOLE ARW 40MG GELULE 14	15/03/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949721832	ESOMEPRAZOLE ARW 40MG GELULE 28	15/03/11	1	945	INEXIUM 40MG CPR	A02BC05	ESOMEPRAZOLE
3400949722891	GLICLAZIDE ZEN LM 30MG CPR 30	11/09/12	1	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE
3400949723034	GLICLAZIDE ZEN LM 30MG CPR 60	11/09/12	1	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE
3400949723782	GLICLAZIDE ZEN LM 30MG CPR 180	11/09/12	1	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE
3400949723904	AMLODIPINE ISD 5MG GELULE 30	16/09/11	1	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE
3400949724215	AMLODIPINE ISD 5MG GELULE 90	16/09/11	1	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE
3400949724505	AMLODIPINE ISD 10MG GELULE 30	16/09/11	1	548	AMLOR 10MG GELULE	C08CA01	AMLODIPINE
3400949724734	AMLODIPINE ISD 10MG GELULE 90	16/09/11	1	548	AMLOR 10MG GELULE	C08CA01	AMLODIPINE
3400949725045	RISEDRONATE CRT 35MG CPR 4	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949725274	RISEDRONATE CRT 35MG CPR 12	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949725625	CICLETANINE BGA 50MG GELULE 30	12/07/11	1	941	TENSTATEN 50MG GELULE	C03BX03	CICLETANINE
3400949725854	CICLETANINE BGA 50MG GELULE 90	12/07/11	1	941	TENSTATEN 50MG GELULE	C03BX03	CICLETANINE
3400949726165	QUASYM LP 10MG GELULE 28	04/02/11	0	0		N06BA04	METHYLPHENIDATE
3400949726226	QUASYM LP 20MG GELULE 28	04/02/11	0	0		N06BA04	METHYLPHENIDATE
3400949726394	CICLETANINE TVC 50MG GELULE 30	12/07/11	1	941	TENSTATEN 50MG GELULE	C03BX03	CICLETANINE
3400949726516	CICLETANINE TVC 50MG GELULE 90	12/07/11	1	941	TENSTATEN 50MG GELULE	C03BX03	CICLETANINE
3400949726745	QUASYM LP 30MG GELULE 28	04/02/11	0	0		N06BA04	METHYLPHENIDATE
3400949726806	LEFLUNOMIDE WTR 10MG CPR 30	08/06/11	0	0		L04AA13	LEFLUNOMIDE
3400949727056	LEFLUNOMIDE WTR 20MG CPR 30	08/06/11	0	0		L04AA13	LEFLUNOMIDE
3400949728985	RISEDRONATE EG 5MG CPR 28	16/09/11	1	1005	ACTONEL 5MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949729586	RISEDRONATE EG 35MG CPR 4	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949729647	RISEDRONATE EG 35MG CPR 12	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949730827	PERINDOPRIL INDAP EG 4/1,25MG CPR 30	22/11/12	1	814	BIPRETERAX 5MG/1,25MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES
3400949731077	PERINDOPRIL INDAP EG 4/1,25MG CPR 90	22/11/12	1	814	BIPRETERAX 5MG/1,25MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES
3400949731718	PERINDOPRIL INDAP EG 2/0,625MG CPR 30	22/11/12	1	813	PRETERAX 2,5MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES
3400949731947	PERINDOPRIL INDAP EG 2/0,625MG CPR 90	22/11/12	1	813	PRETERAX 2,5MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES
3400949733088	RISEGARTHEN 35MG (RISEDRONATE) GE, 1 BOITE DE 4, C	28/02/14	0	0			
3400949733149	RISEGARTHEN 35MG (RISEDRONATE) GE, 1 BOITE DE 12,	28/02/14	0	0			
3400949734610	RISEDRONATE ARG 35MG CPR 4	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949734788	RISEDRONATE ARG 35MG CPR 12	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949734900	RISEDRONATE ISD 35MG CPR 4	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949735099	RISEDRONATE ISD 35MG CPR 12	16/09/11	1	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400949735389	FINASTERIDE ISD 5MG CPR 28	16/09/11	1	775	CHIBRO-PROSCAR 5MG CPR	G04CB01	FINASTERIDE
3400949736041	FINASTERIDE PHR LAB 5MG CPR 28	16/09/11	1	775	CHIBRO-PROSCAR 5MG CPR	G04CB01	FINASTERIDE
3400949737161	GLICLAZIDE ZYD LM 30MG CPR 30	12/07/11	1	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE
3400949737390	GLICLAZIDE ZYD LM 30MG CPR 60	12/07/11	1	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE
3400949737970	GLICLAZIDE ZYD LM 30MG CPR 180	12/07/11	1	711	DIAMICRON LM 30MG CPR	A10BB09	GLICLAZIDE
3400949739523	XEROQUEL LP 50MG CPR 10	02/11/11	0	0		N05AH04	QUETIAPINE
3400949739691	XEROQUEL LP 50MG CPR 30	02/11/11	0	0		N05AH04	QUETIAPINE
3400949740291	XEROQUEL LP 300MG CPR 30	02/11/11	0	0		N05AH04	QUETIAPINE
3400949740352	XEROQUEL LP 300MG CPR 60	02/11/11	0	0		N05AH04	QUETIAPINE
3400949740413	XEROQUEL LP 400MG CPR 30	02/11/11	0	0		N05AH04	QUETIAPINE
3400949740581	XEROQUEL LP 400MG CPR 60	02/11/11	0	0		N05AH04	QUETIAPINE
