code,C,7	libelle,C,128
D01AE03	TRIBROMOMETACRESOL
D01AE04	UNDECYLENIQUE ACIDE
D01AE05	POLYNOXYLINE
D01AE06	2-(4-CHLORPHENOXY)-ETHANOL
D01AE07	CHLORPHENESINE
D01AE08	TICLATONE
D01AE09	SULBENTINE
D01AE10	ETHYLE HYDROXYBENZOATE
D01AE11	HALOPROGINE
D01AE12	SALICYLIQUE ACIDE
D01AE13	SELENIUM SULFITE
D01AE14	CICLOPIROX
D01AE15	TERBINAFINE
D01AE16	AMOROLFINE
D01AE17	DIMAZOLE
D01AE18	TOLNAFTATE
D01AE19	TOLCICLATE
D01AE20	ASSOCIATIONS
D01AE21	FLUCYTOSINE
D01AE22	NAFTIFINE
D01AE23	BUTENAFINE
D01AE54	UNDECYLENIQUE ACIDE EN ASSOCIATION
D01B	ANTIFONGIQUES A USAGE SYSTEMIQUE
D01BA	ANTIFONGIQUES A USAGE SYSTEMIQUE
D01BA01	GRISEOFULVINE
D01BA02	TERBINAFINE
D02	EMOLLIENTS ET PROTECTEURS
D02A	EMOLLIENTS ET PROTECTEURS
D02AA	MEDICAMENTS A BASE DE SILICONE
D02AB	MEDICAMENTS A BASE DE ZINC
D02AC	PARAFFINE ET PRODUITS GRAS
D02AD	EMPLATRES LIQUIDES
D02AE	MEDICAMENTS A BASE D'UREE
D02AE01	UREE
D02AE51	UREE EN ASSOCIATION
D02AF	PREPARATIONS A BASE D'ACIDE SALICYLIQUE
D02AX	AUTRES EMOLLIENTS ET PROTECTEURS
D02B	PROTECTEURS CONTRE LES RAYONNEMENTS UV
D02BA	PROTECTEURS CONTRE LES RAYONNEMENTS UV A USAGE TOPIQUE
D02BA01	AMINOBENZOÏQUE ACIDE
D02BA02	OCTINOXATE
D02BB	PROTECTEURS CONTRE LES RAYONNEMENTS UV A USAGE SYSTEMIQUE
D02BB01	BETACAROTENE
D02BB02	AFAMELANOTIDE
D03	PREPARATIONS POUR LE TRAITEMENT DES PLAIES ET ULCERES
D03A	CICATRISANTS
D03AA	PREPARATIONS A BASE D'HUILE DE FOIE DE MORUE
D03AX	AUTRES CICATRISANTS
D03AX01	CADEXOMERE IODURE
D03AX02	DEXTRANOMERE
D03AX03	DEXPANTHENOL
D03AX04	CALCIUM PANTOTHENATE
D03AX05	HYALURONIQUE ACIDE
D03AX06	BECAPLERMIN
D03AX09	CRILANOMER
D03AX10	ENOXOLONE
D03AX11	SODIUM CHLORITE
D03AX12	TROLAMINE
D03B	ENZYMES
D03BA	ENZYMES PROTEOLYTIQUES
D03BA01	TRYPSINE
D03BA02	COLLAGENASE
D03BA03	BROMELAÏNE
D03BA52	COLLAGENASE EN ASSOCIATION
D04	ANTIPRURIGINEUX, INCLUANT ANTIHISTAMINIQUES, ANESTHESIQUES, ETC
D04A	ANTIPRURIGINEUX, INCLUANT ANTIHISTAMINIQUES, ANESTHESIQUES, ETC.
D04AA	ANTIHISTAMINIQUES A USAGE TOPIQUE
D04AA01	THONZYLAMINE
D04AA02	MEPYRAMINE
D04AA03	THENALIDINE
D04AA04	TRIPELENNAMINE
D04AA09	CHLOROPYRAMINE
D04AA10	PROMETHAZINE
D04AA12	TOLPROPAMINE
D04AA13	DIMETINDENE
D04AA14	CLEMASTINE
D04AA15	BAMIPINE
D04AA16	PHENIRAMINE
D04AA22	ISOTHIPENDYL
D04AA32	DIPHENYDRAMINE
D04AA33	DIPHENYDRAMINE METHYLBROMIDE
D04AA34	CHLORPHENOXAMINE
D04AB	ANESTHESIQUES A USAGE TOPIQUE
D04AB01	LIDOCAÏNE
D04AB02	CINCHOCAÏNE
D04AB03	OXYBUPROCAÏNE
D04AB04	BENZOCAÏNE
D04AB05	QUINISOCAÏNE
D04AB06	TETRACAÏNE
D04AB07	PRAMOCAÏNE
D04AX	AUTRES ANTIPRURIGINEUX
D05	MEDICAMENTS CONTRE LE PSORIASIS
D05A	MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE
D05AA	GOUDRONS
D05AC	DERIVES ANTHRACENIQUES
D05AC01	DITHRANOL
D05AC51	DITHRANOL EN ASSOCIATION
D05AD	PSORALENES A USAGE TOPIQUE
D05AD01	TRIOXYSALENE A USAGE TOPIQUE
D05AD02	METHOXSALENE A USAGE TOPIQUE
D05AX	AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE
D05AX01	FUMARIQUE ACIDE
D05AX02	CALCIPOTRIOL
D05AX03	CALCITRIOL
D05AX04	TACALCITOL
D05AX05	TAZAROTENE
D05AX52	CALCIPOTRIOL EN ASSOCIATION
D05B	MEDICAMENTS CONTRE LE PSORIASIS A USAGE SYSTEMIQUE
D05BA	PSORALENES A USAGE SYSTEMIQUE
D05BA01	TRIOXYSALENE A USAGE SYSTEMIQUE
D05BA02	METHOXSALENE A USAGE SYSTEMIQUE
D05BA03	BERGAPTENE
D05BB	RETINOIDES POUR LE TRAITEMENT DU PSORIASIS
D05BB01	ETRETINATE
D05BB02	ACITRETINE
D05BX	AUTRES ANTIPSORIASIQUES A USAGE SYSTEMIQUE
D05BX51	DERIVES DE L'ACIDE FUMARIQUE EN ASSOCIATION
D06	ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE
D06A	ANTIBIOTIQUES A USAGE TOPIQUE
D06AA	TETRACYCLINE ET DERIVES
D06AA01	DEMECLOCYCLINE
D06AA02	CHLORTETRACYCLINE
D06AA03	OXYTETRACYCLINE
D06AA04	TETRACYCLINE
D06AX	AUTRES ANTIBIOTIQUES A USAGE TOPIQUE
D06AX01	FUSIDIQUE ACIDE
D06AX02	CHLORAMPHENICOL
D06AX04	NEOMYCINE
D06AX05	BACITRACINE
D06AX07	GENTAMICINE
D06AX08	TYROTHRICINE
D06AX09	MUPIROCINE
D06AX10	VIRGINIAMYCINE
D06AX11	RIFAXIMINE
D06AX12	AMIKACINE
D06AX13	RETAPAMULIN
D06AX20	ASSOCIATIONS
D06B	CHIMIOTHERAPIE A USAGE TOPIQUE
D06BA	SULFAMIDES
D06BA01	SULFADIAZINE ARGENTIQUE
D06BA02	SULFATHIAZOLE
D06BA03	MAFENIDE
D06BA04	SULFAMETHIZOL
D06BA05	SULFANILAMIDE
D06BA06	SULFAMERAZINE
D06BA51	SULFADIAZINE ARGENTIQUE EN ASSOCIATION
D06BB	ANTIVIRAUX
D06BB01	IDOXURIDINE
D06BB02	TROMANTADINE
D06BB03	ACICLOVIR
D06BB04	PODOPHYLLOTOXINE
D06BB05	INOSINE
D06BB06	PENCICLOVIR
D06BB07	LYSOZYME
D06BB08	IBACITABINE
D06BB09	EDOXUDINE
D06BB10	IMIQUIMOD
D06BB11	DOCOSANOL
D06BB12	SINECATECHINES
D06BB53	ACICLOVIR EN ASSOCIATION
D06BX	AUTRES CHIMIOTHERAPIES
D06BX01	METRONIDAZOLE
D06BX02	INGENOL MEBUTATE
D06C	ANTIBIOTIQUES ET CHIMIOTHERAPIE EN ASSOCIATION
D07	CORTICOIDES, PREPARATIONS DERMATOLOGIQUES
D07A	CORTICOIDES NON ASSOCIES
D07AA	CORTICOIDES D'ACTIVITE FAIBLE (GROUPE I)
D07AA01	METHYLPREDNISOLONE
D07AA02	HYDROCORTISONE
D07AA03	PREDNISOLONE
D07AB	CORTICOIDES D'ACTIVITE MODEREE (GROUPE II)
D07AB01	CLOBETASONE
D07AB02	HYDROCORTISONE BUTYRATE
D07AB03	FLUMETASONE
D07AB04	FLUOCORTINE
D07AB05	FLUPEROLONE
D07AB06	FLUOROMETHOLONE
D07AB07	FLUPREDNIDENE
D07AB08	DESONIDE
D07AB09	TRIAMCINOLONE
D07AB10	ALCLOMETASONE
D07AB11	HYDROCORTISONE BUTEPRATE
D07AB19	DEXAMETHASONE
D07AB21	CLOCORTOLONE
D07AB30	ASSOCIATIONS DE CORTICOÏDES
D07AC	CORTICOIDES D'ACTIVITE FORTE (GROUPE III)
D07AC01	BETAMETHASONE
D07AC02	FLUCLOROLONE
D07AC03	DESOXIMETASONE
D07AC04	FLUOCINOLONE ACETONIDE
D07AC05	FLUOCORTOLONE
D07AC06	DIFLUCORTOLONE
D07AC07	FLUDROXYCORTIDE
D07AC08	FLUOCINONIDE
D07AC09	BUDESONIDE
D07AC10	DIFLORASONE
D07AC11	AMCINONIDE
D07AC12	HALOMETASONE
D07AC13	MOMETASONE
D07AC14	METHYLPREDNISOLONE ACEPONATE
D07AC15	BECLOMETASONE
D07AC16	HYDROCORTISONE ACEPONATE
D07AC17	FLUTICASONE
D07AC18	PREDNICARBATE
D07AC19	DIFLUPREDNATE
D07AC21	ULOBETASOL
D07AD	COSTICOSTEROIDES D'ACTIVITE TRES FORTE (GROUPE IV)
D07AD01	CLOBETASOL
D07AD02	HALCINONIDE
D07B	CORTICOÏDES, ASSOCIATIONS AVEC DES ANTISEPTIQUES
D07BA	CORTICOÏDES D'ACTIVITE FAIBLE ET ANTISEPTIQUES
D07BA01	PREDNISOLONE ET ANTISEPTIQUES
D07BA04	HYDROCORTISONE ET ANTISEPTIQUES
D07BB	CORTICOÏDES D'ACTIVITE MODEREE ET ANTISEPTIQUES
D07BB01	FLUMETASONE ET ANTISEPTIQUES
D07BB02	DESONIDE ET ANTISEPTIQUES
D07BB03	TRIAMCINOLONE ET ANTISEPTIQUES
D07BB04	HYDROCORTISONE BUTYRATE ET ANTISEPTIQUES
D07BC	CORTICOÏDES D'ACTIVITE FORTE ET ANTISEPTIQUES
D07BC01	BETAMETHASONE ET ANTISEPTIQUES
D07BC02	FLUOCINOLONE ACETONIDE ET ANTISEPTIQUES
D07BC03	FLUOCORTOLONE ET ANTISEPTIQUES
D07BC04	DIFLUCORTOLONE ET ANTISEPTIQUES
D07BD	CORTICOÏDES D'ACTIVITE TRES FORTE ET ANTISEPTIQUES
D07C	CORTICOÏDES, ASSOCIATIONS AVEC DES ANTIBIOTIQUES
D07CA	CORTICOIDES D'ACTIVITE FAIBLE ET ANTIBIOTIQUES
D07CA01	HYDROCORTISONE ET ANTIBIOTIQUES
D07CA02	METHYLPREDNISOLONE ET ANTIBIOTIQUES
D07CA03	PREDNISOLONE ET ANTIBIOTIQUES
D07CB	CORTICOIDES D'ACTIVITE MODEREE ET ANTIBIOTIQUES
D07CB01	TRIAMCINOLONE ET ANTIBIOTIQUES
D07CB02	FLUPREDNIDENE ET ANTIBIOTIQUES
D07CB03	FLUOROMETHOLONE ET ANTIBIOTIQUES
D07CB04	DEXAMETHASONE ET ANTIBIOTIQUES
D07CB05	FLUMETASONE ET ANTIBIOTIQUES
D07CC	CORTICOIDES D'ACTIVITE FORTE ET ANTIBIOTIQUES
D07CC01	BETAMETHASONE ET ANTIBIOTIQUES
D07CC02	FLUOCINOLONE ACETONIDE ET ANTIBIOTIQUES
D07CC03	FLUDROXYCORTIDE ET ANTIBIOTIQUES
D07CC04	BECLOMETASONE ET ANTIBIOTIQUES
D07CC05	FLUOCINONIDE ET ANTIBIOTIQUES
D07CC06	FLUOCORTOLONE ET ANTIBIOTIQUES
D07CD	CORTICOIDES D'ACTIVITE TRES FORTE ET ANTIBIOTIQUES
D07CD01	CLOBETASOL ET ANTIBIOTIQUES
D07X	CORTICOIDES, AUTRES ASSOCIATIONS
D07XA	CORTICOIDES D'ACTIVITE FAIBLE, AUTRES ASSOCIATIONS
D07XA01	HYDROCORTISONE
D07XA02	PREDNISOLONE
D07XB	CORTICOÏDES D'ACTIVITE MODEREE, AUTRES ASSOCIATIONS
D07XB01	FLUMETASONE
D07XB02	TRIAMCINOLONE
D07XB03	FLUPREDNIDENE
D07XB04	FLUOROMETHOLONE
D07XB05	DEXAMETHASONE
D07XB30	ASSOCIATIONS DE CORTICOÏDES
D07XC	CORTICOIDES D'ACTIVITE FORTE, AUTRES ASSOCIATIONS
D07XC01	BETAMETHASONE
D07XC02	DESOXIMETASONE
D07XC03	MOMETASONE
D07XC04	DIFLUCORTOLONE
D07XC05	FLUOCORTOLONE
D07XD	CORTICOIDES D'ACTIVITE TRES FORTE, AUTRES ASSOCIATIONS
D08	ANTISEPTIQUES ET DESINFECTANTS
D08A	ANTISEPTIQUES ET DESINFECTANTS
D08AA	DERIVES DE L'ACRIDINE
D08AA01	ETHACRIDINE LACTATE
D08AA02	AMINOACRIDINE
D08AA03	EUFLAVINE
D08AB	MEDICAMENTS A BASE D'ALUMINIUM
D08AC	BIGUANIDES ET AMIDINES
D08AC01	DIBROMPROPAMIDINE
D08AC02	CHLORHEXIDINE
D08AC03	PROPAMIDINE
D08AC04	HEXAMIDINE
D08AC05	POLIHEXANIDE
D08AC52	CHLORHEXIDINE EN ASSOCIATION
D08AD	MEDICAMENTS A BASE D'ACIDE BORIQUE
D08AE	PHENOL ET DERIVES
D08AE01	HEXACHLOROPHENE
D08AE02	POLICRESULENE
D08AE03	PHENOL
D08AE04	TRICLOSAN
D08AE05	CHLOROXYLENOL
D08AE06	BIPHENYLOL
D08AF	DERIVES DU FURANE
D08AF01	NITROFURAL
D08AG	DERIVES IODES
D08AG01	IODE - OCTYLPHENOXYPOLYGLYCOLETHER
D08AG02	POLYVIDONE IODEE
D08AG03	IODE
D08AG04	DIIODOHYDROXYPROPANE
D08AH	DERIVES DE LA QUINOLEINE
D08AH01	DEQUALINIUM
D08AH02	CHLORQUINALDOL
D08AH03	OXYQUINOLINE
D08AH30	CLIOQUINOL
D08AJ	AMMONIUMS QUATERNAIRES
D08AJ01	BENZALKONIUM
D08AJ02	CETRIMONIUM
D08AJ03	CETYLPYRIDINIUM
D08AJ04	CETRIMIDE
D08AJ05	BENZOXONIUM CHLORURE
D08AJ06	DIDECYLDIMETHYLAMMONIUM CHLORURE
D08AJ08	BENZETHONIUM CHLORURE
D08AJ57	OCTENIDINE EN ASSOCIATION
D08AJ58	BENZETHONIUM CHLORURE EN ASSOCIATION
D08AJ59	DODECLONIUM BROMURE EN ASSOCIATION
D08AK	DERIVES MERCURIELS
D08AK01	MERCURE AMIDOCHLORURE
D08AK02	PHENYLMERCURE BORATE
D08AK03	MERCURE CHLORURE
D08AK04	MERBROMINE
D08AK05	MERCURE METAL
D08AK06	THIOMERSAL
D08AK30	MERCURE IODURE
D08AL	DERIVES ARGENTIQUES
D08AL01	ARGENT NITRATE
D08AL30	ARGENT
D08AX	AUTRES ANTISEPTIQUES ET DESINFECTANTS
D08AX01	HYDROGENE PEROXYDE
D08AX02	EOSINE
D08AX03	PROPANOL
D08AX04	TOSYLCHLORAMIDE SODIUM
D08AX05	ISOPROPANOL
D08AX06	POTASSIUM PERMANGANATE
D08AX07	SODIUM HYPOCHLORITE
D08AX08	ETHANOL
D08AX53	PROPANOL EN ASSOCIATION
D09	PANSEMENTS MEDICAMENTEUX
D09A	PANSEMENTS MEDICAMENTEUX
D09AA	PANSEMENTS AVEC ANTIINFECTIEUX
D09AA01	FRAMYCETINE
D09AA02	FUSIDIQUE ACIDE
D09AA03	NITROFURAL
D09AA04	PHENYLMERCURE NITRATE
D09AA05	BENZODODECINIUM
D09AA06	TRICLOSAN
D09AA07	CETYLPYRIDINIUM
D09AA08	ALUMINIUM CHLORHYDRATE
D09AA09	POLYVIDONE IODEE
D09AA10	CLIOQUINOL
D09AA11	BENZALKONIUM
D09AA12	CHLORHEXIDINE
D09AA13	IODOFORME
D09AB	PANSEMENTS A BASE DE ZINC
D09AB01	PANSEMENTS A BASE DE ZINC SANS ADJUVANT
D09AB02	PANSEMENTS A BASE DE ZINC AVEC ADJUVANTS
D09AX	PANSEMENTS A BASE DE PARAFFINE
D10	PREPARATIONS ANTIACNEIQUES
D10A	PREPARATIONS ANTIACNEIQUES A USAGE TOPIQUE
D10AA	CORTICOIDES, ASSOCIATIONS POUR LE TRAITEMENT DE L'ACNE
D10AA01	FLUOROMETHOLONE
D10AA02	METHYLPREDNISOLONE
D10AA03	DEXAMETHASONE
D10AB	PREPARATIONS A BASE DE SOUFRE
D10AB01	BITHIONOL
D10AB02	SOUFRE
D10AB03	TIOXOLONE
D10AB05	MESULFENE
D10AD	RETINOIDES ANTIACNEIQUES A USAGE TOPIQUE
D10AD01	TRETINOÏNE
D10AD02	RETINOL
D10AD03	ADAPALENE
D10AD04	ISOTRETINOÏNE
D10AD05	MOTRETINIDE
D10AD51	TRETINOÏNE EN ASSOCIATION
D10AD53	ADAPALENE EN ASSOCIATION
D10AD54	ISOTRETINOÏNE EN ASSOCIATION
D10AE	PEROXYDES
D10AE01	BENZOYLE PEROXYDE
D10AE51	BENZOYLE PEROXYDE EN ASSOCIATION
D10AF	ANTIINFECTIEUX POUR LE TRAITEMENT DE L'ACNE
D10AF01	CLINDAMYCINE
D10AF02	ERYTHROMYCINE
D10AF03	CHLORAMPHENICOL
D10AF04	MECLOCYCLINE
D10AF05	NADIFLOXACINE
D10AF06	SULFACETAMIDE
D10AF51	CLINDAMYCINE EN ASSOCIATION
D10AF52	ERYTHROMYCINE EN ASSOCIATION
D10AX	AUTRES PREPARATIONS ANTIACNEIQUES A USAGE TOPIQUE
D10AX01	ALUMINIUM CHLORURE
D10AX02	RESORCINOL
D10AX03	AZELAÏQUE ACIDE
D10AX04	ALUMINIUM OXYDE
D10AX05	DAPSONE
D10AX30	ASSOCIATIONS DIVERSES
D10B	PREPARATIONS ANTIACNEIQUES A USAGE SYSTEMIQUE
D10BA	RETINOIDES POUR LE TRAITEMENT DE L'ACNE
D10BA01	ISOTRETINOÏNE
D10BX	AUTRES PREPARATIONS ANTIACNEIQUES A USAGE SYSTEMIQUE
D10BX01	ICHTASOL
D11	AUTRES PREPARATIONS DERMATOLOGIQUES
D11A	AUTRES PREPARATIONS DERMATOLOGIQUES
D11AA	ANTISUDORAUX
D11AC	SHAMPOINGS MEDICAMENTEUX
D11AC01	CETRIMIDE
D11AC02	DERIVES DU CADMIUM
D11AC03	DERIVES DU SELENIUM
D11AC06	POLYVIDONE IODEE
D11AC08	DERIVES SOUFRES
D11AC09	XENYSALATE
D11AC30	AUTRES
D11AE	ANDROGENES A USAGE TOPIQUE
D11AE01	METANDIENONE
D11AF	VERRUCIDES ET CORICIDES
D11AH	MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES
D11AH01	TACROLIMUS
D11AH02	PIMECROLIMUS
D11AH03	CROMOGLICIQUE ACIDE
D11AH04	ALITRETINOINE
D11AX	AUTRES MEDICAMENTS DERMATOLOGIQUES
D11AX01	MINOXIDIL A USAGE TOPIQUE
D11AX02	GAMOLENIQUE ACIDE
D11AX03	CALCIUM GLUCONATE
D11AX04	LITHIUM SUCCINATE
D11AX05	MAGNESIUM SULFATE
D11AX06	MEQUINOL
D11AX08	TIRATRICOL
D11AX09	OXACEPROL
D11AX10	FINASTERIDE
D11AX11	HYDROQUINONE
D11AX12	PYRITHIONE ZINC
D11AX13	MONOBENZONE
D11AX16	EFLORNITHINE
D11AX18	DICLOFENAC
D11AX21	BRIMONIDINE
D11AX52	GAMOLENIQUE ACIDE EN ASSOCIATION
D11AX57	COLLAGENE EN ASSOCIATION
G	SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES
G01	ANTIINFECTIEUX ET ANTISEPTIQUES A USAGE GYNECOLOGIQUE
G01A	ANTIINFECTIEUX ET ANTISEPTIQUES, NON ASSOCIES AUX CORTICOÏDES
G01AA	ANTIBIOTIQUES
G01AA01	NYSTATINE
G01AA02	NATAMYCINE
G01AA03	AMPHOTERICINE B
G01AA04	CANDICIDINE
G01AA05	CHLORAMPHENICOL
G01AA06	HACHIMYCINE
G01AA07	OXYTETRACYCLINE
G01AA08	CARFECILLINE
G01AA09	MEPARTRICINE
G01AA10	CLINDAMYCINE
G01AA11	PENTAMYCINE
G01AA51	NYSTATINE EN ASSOCIATION
G01AB	DERIVES ARSENICAUX
G01AB01	ACETARSOL
G01AC	DERIVES DE LA QUINOLEINE
G01AC01	DIIODOHYDROXYQUINOLEINE
G01AC02	CLIOQUINOL
G01AC03	CHLORQUINALDOL
G01AC05	DEQUALINIUM
G01AC06	BROXYQUINOLINE
G01AC30	OXYQUINOLINE
G01AD	ACIDES ORGANIQUES
G01AD01	LACTIQUE ACIDE
G01AD02	ACETIQUE ACIDE
G01AD03	ASCORBIQUE ACIDE
G01AE	SULFAMIDES
G01AE01	SULFATOLAMIDE
G01AE10	ASSOCIATIONS DE SULFAMIDES
G01AF	DERIVES DE L'IMIDAZOLE
G01AF01	METRONIDAZOLE
G01AF02	CLOTRIMAZOLE
G01AF04	MICONAZOLE
G01AF05	ECONAZOLE
G01AF06	ORNIDAZOLE
G01AF07	ISOCONAZOLE
G01AF08	TIOCONAZOLE
G01AF11	KETOCONAZOLE
G01AF12	FENTICONAZOLE
G01AF13	AZANIDAZOLE
G01AF14	PROPENIDAZOLE
G01AF15	BUTOCONAZOLE
G01AF16	OMOCONAZOLE
G01AF17	OXICONAZOLE
G01AF18	FLUTRIMAZOLE
G01AF19	SERTACONAZOLE
G01AF20	ASSOCIATIONS DE DERIVES IMIDAZOLES
G01AG	DERIVES TRIAZOLES
G01AG02	TERCONAZOLE
G01AX	AUTRES ANTIINFECTIEUX ET ANTISEPTIQUES
G01AX01	CLODANTOÏNE
G01AX02	INOSINE
G01AX03	POLICRESULENE
G01AX05	NIFURATEL
G01AX06	FURAZOLIDONE
G01AX09	METHYLROSANILINE
G01AX11	POLYVIDONE IODEE
G01AX12	CICLOPIROX
G01AX13	PROTIOFATE
G01AX14	LACTOBACILLUS FERMENTUM
G01AX15	CUIVRE USNATE
G01AX16	HEXETIDINE
G01AX66	OCTENIDINE EN ASSOCIATION
G01B	ANTIINFECTIEUX ET ANTISEPTIQUES EN ASSOCIATION AUX CORTICOIDES
G01BA	ANTIBIOTIQUES ET CORTICOIDES
G01BC	DERIVES DE LA QUINOLEINE ET CORTICOIDES
G01BD	ANTISEPTIQUES ET CORTICOIDES
G01BE	SULFAMIDES ET CORTICOIDES
G01BF	DERIVES IMIDAZOLES ET CORTICOIDES
G02	AUTRES MEDICAMENTS GYNECOLOGIQUES
G02A	UTEROTONIQUES
G02AB	ALCALOÏDES DE L'ERGOT
G02AB01	METHYLERGOMETRINE
G02AB02	ALCALOÏDES DE L'ERGOT
G02AB03	ERGOMETRINE
G02AC	ALCALOÏDES DE L'ERGOT ET OXYTOCINE ET DERIVES, EN ASSOCIATION
G02AC01	METHYLERGOMETRINE ET OXYTOCINE
G02AD	PROSTAGLANDINES
G02AD01	DINOPROST
G02AD02	DINOPROSTONE
G02AD03	GEMEPROST
G02AD04	CARBOPROST
G02AD05	SULPROSTONE
G02AD06	MISOPROSTOL
G02AX	AUTRES UTEROTONIQUES
G02B	CONTRACEPTIFS A USAGE TOPIQUE
G02BA	CONTRACEPTIFS INTRAUTERINS
G02BA01	DIU EN PLASTIQUE
G02BA02	DIU EN PLASTIQUE AVEC DU CUIVRE
G02BA03	DIU EN PLASTIQUE AVEC DES PROGESTATIFS
G02BB	CONTRACEPTIFS INTRAVAGINAUX
G02BB01	ANNEAU VAGINAL AVEC PROGESTATIF ET ESTROGENE
G02C	AUTRES MEDICAMENTS GYNECOLOGIQUES
G02CA	SYMPATHOMIMETIQUES, INHIBITEURS DU TRAVAIL
G02CA01	RITODRINE
G02CA02	BUPHENINE
G02CA03	FENOTEROL
G02CB	INHIBITEURS DE LA PROLACTINE
G02CB01	BROMOCRIPTINE
G02CB02	LISURIDE
G02CB03	CABERGOLINE
G02CB04	QUINAGOLIDE
G02CB05	METERGOLINE
G02CB06	TERGURIDE
G02CC	ANTIINFLAMMATOIRES A ADMINISTRATION VAGINALE
G02CC01	IBUPROFENE
G02CC02	NAPROXENE
G02CC03	BENZYDAMINE
G02CC04	FLUNOXAPROFENE
G02CX	AUTRES MEDICAMENTS GYNECOLOGIQUES
G02CX01	ATOSIBAN
G02CX02	FLIBANSERINE
G02CX03	FRUCTUS AGNI CASTI
G02CX04	RHIZOME DE CIMICIFUGAE
G03	HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE
G03A	CONTRACEPTIFS HORMONAUX A USAGE SYSTEMIQUE
G03AA	PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE
G03AA01	ETYNODIOL ET ETHINYLESTRADIOL
G03AA02	QUINGESTANOL ET ETHINYLESTRADIOL
G03AA03	LYNESTRENOL ET ETHINYLESTRADIOL
G03AA04	MEGESTROL ET ETHINYLESTRADIOL
G03AA05	NORETHISTERONE ET ETHINYLESTRADIOL
G03AA06	NORGESTREL ET ETHINYLESTRADIOL
G03AA07	LEVONORGESTREL ET ETHINYLESTRADIOL
G03AA08	MEDROXYPROGESTERONE ET ETHINYLESTRADIOL
G03AA09	DESOGESTREL ET ETHINYLESTRADIOL
G03AA10	GESTODENE ET ETHINYLESTRADIOL
G03AA11	NORGESTIMATE ET ETHINYLESTRADIOL
G03AA12	DROSPIRENONE ET ETHINYLESTRADIOL
G03AA13	NORELGESTROMINE ET ETHINYLESTRADIOL
G03AA14	NOMEGESTROL ET ETHINYLESTRADIOL
G03AA15	CHLORMADINONE ET ETHINYLESTRADIOL
G03AA16	DIENOGEST ET ETHINYLESTRADIOL
G03AB	PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE
G03AB01	MEGESTROL ET ETHINYLESTRADIOL
G03AB02	LYNESTRENOL ET ETHINYLESTRADIOL
G03AB03	LEVONORGESTREL ET ETHINYLESTRADIOL
G03AB04	NORETHISTERONE ET ETHINYLESTRADIOL
G03AB05	DESOGESTREL ET ETHINYLESTRADIOL
G03AB06	GESTODENE ET ETHINYLESTRADIOL
G03AB07	CHLORMADINONE ET ETHINYLESTRADIOL
G03AB08	DIENOGEST ET ESTRADIOL
G03AC	PROGESTATIFS
G03AC01	NORETHISTERONE
G03AC02	LYNESTRENOL
G03AC03	LEVONORGESTREL
G03AC04	QUINGESTANOL
G03AC05	MEGESTROL
G03AC06	MEDROXYPROGESTERONE
G03AC07	NORGESTRIENONE
G03AC08	ETONOGESTREL
G03AC09	DESOGESTREL
G03AD	CONTRACEPTION D'URGENCE
G03AD01	LEVONORGESTREL
G03AD02	ULIPRISTAL
G03B	ANDROGENES
G03BA	DERIVES DU 3 OXOANDROSTENE
G03BA01	FLUOXYMESTERONE
G03BA02	METHYLTESTOSTERONE
G03BA03	TESTOSTERONE
G03BB	DERIVES DE LA 5 ANDROSTAN-3-ONE
G03BB01	MESTEROLONE
G03BB02	ANDROSTANOLONE
G03C	ESTROGENES
G03CA	ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES
G03CA01	ETHINYLESTRADIOL
G03CA03	ESTRADIOL
G03CA04	ESTRIOL
G03CA06	CHLOROTRIANISENE
G03CA07	ESTRONE
G03CA09	PROMESTRIENE
G03CA53	ESTRADIOL EN ASSOCIATION
G03CA57	ESTROGENES CONJUGUES
G03CB	ESTROGENES SYNTHETIQUES NON ASSOCIES
G03CB01	DIENESTROL
G03CB02	DIETHYLSTILBESTROL
G03CB03	METHALLENESTRIL
G03CB04	MOXESTROL
G03CC	ESTROGENES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
G03CC02	DIENESTROL
G03CC03	METHALLENESTRIL
G03CC04	ESTRONE
G03CC05	DIETHYLSTILBESTROL
G03CC06	ESTRIOL
G03CX	AUTRES ESTROGENES
G03CX01	TIBOLONE
G03D	PROGESTATIFS
G03DA	DERIVES PREGNENE 4
G03DA01	GESTONORONE
G03DA02	MEDROXYPROGESTERONE
G03DA03	HYDROXYPROGESTERONE
G03DA04	PROGESTERONE
G03DB	DERIVES PREGNADIENE
G03DB01	DYDROGESTERONE
G03DB02	MEGESTROL
G03DB03	MEDROGESTONE
G03DB04	NOMEGESTROL
G03DB05	DEMEGESTONE
G03DB06	CHLORMADINONE
G03DB07	PROMEGESTONE
G03DB08	DIENOGEST
